sec_code,name,market,sector33,period_end,scope,price,market_cap,avg_volume_3m,revenue_cagr_pct,profit_cagr_pct,profit_turnaround,equity_ratio_pct,listing_years,pbr,sector_avg_pbr,shares_growth_pct,unmet_conditions,result
3996,サインポスト,スタンダード（内国株式）,情報・通信業,2026-02-28,個別,193.0,2469742835.0,138792.3076923077,10.320455034915454,,True,61.7,8.804928131416839,1.3140865243155264,3.3627234093555263,0.028140400273746202,,全条件充足
8946,ＡＳＩＡＮ　ＳＴＡＲ,スタンダード（内国株式）,不動産業,2025-12-31,連結,76.0,1809423200.0,189501.53846153847,15.596934706098441,156.58461385597664,False,58.3,20.971937029431896,0.7688624474531705,1.476789574997716,0.0,上場からの年数,8/9条件充足
3909,ショーケース,スタンダード（内国株式）,情報・通信業,2026-03-31,連結,185.0,1884336000.0,21661.53846153846,19.590552170820175,11.547892091163048,False,70.8,11.477070499657769,1.1189683573694442,3.3627234093555263,0.0,出来高（流動性）,8/9条件充足
7782,シンシア,スタンダード（内国株式）,精密機器,2025-12-31,連結,458.0,3142887600.0,3575.3846153846152,13.09762720645422,45.8078354409371,False,52.35999999999999,9.722108145106091,1.11494750016496,2.4687002823666444,0.0,出来高（流動性）,8/9条件充足
2330,フォーサイド,スタンダード（内国株式）,情報・通信業,2025-12-31,連結,77.0,3363953208.0,270995.3846153846,15.627854659064933,27.345731112979642,False,65.3,23.890485968514717,1.0929072477912505,3.3627234093555263,0.0,上場からの年数,8/9条件充足
7034,プロレド・パートナーズ,プライム（内国株式）,サービス業,2025-10-31,連結,367.0,4111060600.0,33216.92307692308,35.499447810439875,75.3204404537005,False,47.1,8.14236824093087,0.34569101783355916,2.261299649460755,0.055378898853120084,自己資本比率,8/9条件充足
3935,エディア,スタンダード（内国株式）,情報・通信業,2026-02-28,連結,676.0,4210128000.0,56092.307692307695,16.912821770875276,38.327275553486075,False,57.99999999999999,10.390143737166325,2.605998070010702,3.3627234093555263,0.4840271055179146,株価,8/9条件充足
4840,トライアイズ,スタンダード（内国株式）,サービス業,2025-12-31,連結,534.0,4432200000.0,68321.53846153847,9.118271562464987,,True,86.4,24.476386036960985,1.0159346933835653,2.261299649460755,0.0,上場からの年数,8/9条件充足
6494,ＮＦＫホールディングス,スタンダード（内国株式）,機械,2026-03-31,連結,97.0,4728168000.0,494566.1538461539,17.294633791337933,16.745178561722064,False,71.39999999999999,26.639288158795345,0.7229742912871238,3.6659847350846966,10.653560645615311,上場からの年数,8/9条件充足
3134,Ｈａｍｅｅ,スタンダード（内国株式）,小売業,2026-04-30,連結,304.0,4963742400.0,89783.07692307692,13.261566331523845,-24.37478743087651,False,53.5,11.392197125256674,0.6781238383418602,2.4389429519284844,0.1945214894087055,経常利益成長率,8/9条件充足
4936,アクシージア,スタンダード（内国株式）,化学,2025-07-31,連結,321.0,7738347000.0,48781.53846153846,23.533405705358245,-22.119326600918953,False,79.10000000000001,5.552361396303901,1.0215515534332784,1.2205697832388536,-4.211864743513328,経常利益成長率,8/9条件充足
8769,アドバンテッジリスクマネジメント,スタンダード（内国株式）,サービス業,2026-03-31,連結,501.0,8156380200.0,37438.46153846154,14.407078636011938,28.962633054829247,False,50.4,19.72347707049966,1.8624968259564603,2.261299649460755,0.0,上場からの年数,8/9条件充足
9160,オンザページ,スタンダード（内国株式）,サービス業,2025-12-31,連結,328.0,8223974832.0,32367.69230769231,18.46126901087708,36.087930709198865,False,27.500000000000004,3.2251882272416155,0.8135259823623388,2.261299649460755,0.2923760000000053,自己資本比率,8/9条件充足
6572,オープングループ,プライム（内国株式）,サービス業,2026-02-28,連結,270.0,17029977300.0,256213.84615384616,8.383942969424485,33.34600370745693,False,54.2,8.476386036960985,1.6005374072312057,2.261299649460755,0.8393259684407406,時価総額,8/9条件充足
