sec_code,name,market,sector33,price,change_1d_pct,change_5d_pct,change_20d_pct,volume,turnover_yen,volume_rising,market_cap,is_large_cap
4082,第一稀元素化学工業,プライム（内国株式）,化学,2726.0,2.558314522197147,30.36824485891918,51.866295264623965,3046200.0,8303941200.0,True,66514400000.0,True
7630,壱番屋,プライム（内国株式）,小売業,1117.0,2.383134738771764,18.703506907545165,19.849785407725328,4862000.0,5430854000.0,True,178306710000.0,True
9503,関西電力,プライム（内国株式）,電気・ガス業,2955.0,5.141433908557191,14.02662550646343,20.34208918753817,7106300.0,20999116500.0,True,3294609285000.0,True
9508,九州電力,プライム（内国株式）,電気・ガス業,2192.5,8.164775530340407,12.234450985410806,19.319727891156457,4246600.0,9310670500.0,True,1039648420000.0,True
4188,三菱ケミカルグループ,プライム（内国株式）,化学,1266.5,5.016583747927039,11.487676056338024,11.53676794363716,7230000.0,9156795000.0,True,1825617955500.0,True
4506,住友ファーマ,プライム（内国株式）,医薬品,1590.0,2.316602316602312,10.263522884882104,25.147579693034228,3524100.0,5603319000.0,True,632661000000.0,True
4183,三井化学,プライム（内国株式）,化学,2320.0,6.081390032007317,9.279321714554879,10.951697752271649,4121600.0,9562112000.0,True,931915301600.0,True
9509,北海道電力,プライム（内国株式）,電気・ガス業,1171.0,6.116900770276401,8.82899628252789,12.758786711603264,6337600.0,7421329600.0,True,252106828952.0,True
5019,出光興産,プライム（内国株式）,石油・石炭製品,1482.5,4.401408450704225,7.5444323540079905,17.008681925809,6087700.0,9025015250.0,True,1910567427500.0,True
6326,クボタ,プライム（内国株式）,機械,3004.0,2.438192668371686,7.190008920606594,10.563121089436889,6571200.0,19739884800.0,True,3420702864000.0,True
9684,スクウェア・エニックス・ホールディングス,プライム（内国株式）,情報・通信業,3161.0,6.971235194585446,7.043684388757199,15.829974349578602,5815500.0,18382795500.0,True,1161964634000.0,True
6702,富士通,プライム（内国株式）,電気機器,3947.0,2.016024812613071,5.874463519313311,12.771428571428567,5830900.0,23014562300.0,True,6866904811955.0,True
9506,東北電力,プライム（内国株式）,電気・ガス業,1384.5,4.097744360902245,5.405405405405395,16.295674086518265,5362100.0,7423827450.0,True,696241513500.0,True
5711,三菱マテリアル,プライム（内国株式）,非鉄金属,5926.0,4.699646643109534,5.294953802416491,42.76078053481089,3230000.0,19140980000.0,True,779206984410.0,True
