sec_code,name,market,sector33,period_end,scope,price,market_cap,avg_volume_3m,revenue_cagr_pct,profit_cagr_pct,profit_turnaround,equity_ratio_pct,listing_years,pbr,sector_avg_pbr,shares_growth_pct,unmet_conditions,result
3996,サインポスト,スタンダード（内国株式）,情報・通信業,2026-02-28,個別,210.0,2687284950.0,145867.6923076923,10.320455034915454,,True,61.7,8.821355236139631,1.42983507827078,3.436252636024482,0.028140400273746202,,全条件充足
8946,ＡＳＩＡＮ　ＳＴＡＲ,スタンダード（内国株式）,不動産業,2025-12-31,連結,75.0,1785615000.0,184804.61538461538,15.596934706098441,156.58461385597664,False,58.3,20.98836413415469,0.7587458363024708,1.4851964110784572,0.0,上場からの年数,8/9条件充足
3909,ショーケース,スタンダード（内国株式）,情報・通信業,2026-03-31,連結,191.0,1945449600.0,20989.23076923077,19.590552170820175,11.547892091163048,False,70.8,11.493497604380561,1.1552592230138587,3.436252636024482,0.0,出来高（流動性）,8/9条件充足
7782,シンシア,スタンダード（内国株式）,精密機器,2025-12-31,連結,472.0,3238958400.0,3689.230769230769,13.09762720645422,45.8078354409371,False,52.35999999999999,9.738535249828884,1.1490288647988234,2.589754842614746,0.0,出来高（流動性）,8/9条件充足
2330,フォーサイド,スタンダード（内国株式）,情報・通信業,2025-12-31,連結,83.0,3626079432.0,281172.3076923077,15.627854659064933,27.345731112979642,False,65.3,23.906913073237508,1.178068851515244,3.436252636024482,0.0,上場からの年数,8/9条件充足
7034,プロレド・パートナーズ,プライム（内国株式）,サービス業,2025-10-31,連結,356.0,3987840800.0,34573.846153846156,35.499447810439875,75.3204404537005,False,47.1,8.158795345653662,0.3353297066723353,2.2954429291270153,0.055378898853120084,自己資本比率,8/9条件充足
3935,エディア,スタンダード（内国株式）,情報・通信業,2026-02-28,連結,709.0,4415652000.0,56560.0,16.912821770875276,38.327275553486075,False,57.99999999999999,10.406570841889117,2.7332139521266092,3.436252636024482,0.4840271055179146,株価,8/9条件充足
6494,ＮＦＫホールディングス,スタンダード（内国株式）,機械,2026-03-31,連結,96.0,4679424000.0,412909.23076923075,17.294633791337933,16.745178561722064,False,71.39999999999999,26.65571526351814,0.7155209480779782,3.7354931981666466,10.653560645615311,上場からの年数,8/9条件充足
3134,Ｈａｍｅｅ,スタンダード（内国株式）,小売業,2026-04-30,連結,318.0,5192335800.0,86953.84615384616,13.261566331523845,-24.37478743087651,False,53.5,11.408624229979466,0.7093532256339196,2.4297743219523453,0.1945214894087055,経常利益成長率,8/9条件充足
4936,アクシージア,スタンダード（内国株式）,化学,2025-07-31,連結,323.0,7786561000.0,49338.46153846154,23.533405705358245,-22.119326600918953,False,79.10000000000001,5.568788501026694,1.0279163606197785,1.2304202570961686,-4.211864743513328,経常利益成長率,8/9条件充足
8769,アドバンテッジリスクマネジメント,スタンダード（内国株式）,サービス業,2026-03-31,連結,506.0,8237781200.0,34696.92307692308,14.407078636011938,28.962633054829247,False,50.4,19.73990417522245,1.8810846186306764,2.2954429291270153,0.0,上場からの年数,8/9条件充足
9160,オンザページ,スタンダード（内国株式）,サービス業,2025-12-31,連結,329.0,8249047926.0,31836.923076923078,18.46126901087708,36.087930709198865,False,27.500000000000004,3.241615331964408,0.8160062445036873,2.2954429291270153,0.2923760000000053,自己資本比率,8/9条件充足
1435,ｒｏｂｏｔ　ｈｏｍｅ,スタンダード（内国株式）,不動産業,2025-12-31,連結,179.0,16311733000.0,360553.8461538461,55.7454510768014,49.7846137507383,False,70.1,10.740588637919233,1.4607040275238683,1.4851964110784572,0.0,時価総額,8/9条件充足
6572,オープングループ,プライム（内国株式）,サービス業,2026-02-28,連結,282.0,17786865180.0,258903.07692307694,8.383942969424485,33.34600370745693,False,54.2,8.492813141683778,1.6716724031081482,2.2954429291270153,0.8393259684407406,時価総額,8/9条件充足
