sec_code,name,market,sector33,period_end,scope,price,market_cap,avg_volume_3m,revenue_cagr_pct,profit_cagr_pct,profit_turnaround,equity_ratio_pct,listing_years,pbr,sector_avg_pbr,shares_growth_pct,unmet_conditions,result
3996,サインポスト,スタンダード（内国株式）,情報・通信業,2026-02-28,個別,205.0,2623301975.0,144926.15384615384,10.320455034915454,,True,61.7,8.851471594798083,1.3957913859309996,3.399683517457079,0.028140400273746202,,全条件充足
8946,ＡＳＩＡＮ　ＳＴＡＲ,スタンダード（内国株式）,不動産業,2025-12-31,連結,76.0,1809423200.0,181586.15384615384,15.596934706098441,156.58461385597664,False,58.3,21.018480492813143,0.7688624474531705,1.4587380873976863,0.0,上場からの年数,8/9条件充足
3909,ショーケース,スタンダード（内国株式）,情報・通信業,2026-03-31,連結,190.0,1935264000.0,20052.30769230769,19.590552170820175,11.547892091163048,False,70.8,11.523613963039015,1.1492107454064564,3.399683517457079,0.0,出来高（流動性）,8/9条件充足
7782,シンシア,スタンダード（内国株式）,精密機器,2025-12-31,連結,491.0,3369340200.0,3633.846153846154,13.09762720645422,45.8078354409371,False,52.35999999999999,9.768651608487337,1.1952821453733522,2.4398551941431106,0.0,出来高（流動性）,8/9条件充足
7034,プロレド・パートナーズ,プライム（内国株式）,サービス業,2025-10-31,連結,341.0,3819813800.0,34661.53846153846,35.499447810439875,75.3204404537005,False,47.1,8.188911704312115,0.3212006459979392,2.240348254138869,0.055378898853120084,自己資本比率,8/9条件充足
3935,エディア,スタンダード（内国株式）,情報・通信業,2026-02-28,連結,714.0,4446792000.0,54686.153846153844,16.912821770875276,38.327275553486075,False,57.99999999999999,10.43668720054757,2.7524890857805344,3.399683517457079,0.4840271055179146,株価,8/9条件充足
6494,ＮＦＫホールディングス,スタンダード（内国株式）,機械,2026-03-31,連結,96.0,4679424000.0,344118.46153846156,17.294633791337933,16.745178561722064,False,71.39999999999999,26.68583162217659,0.7155209480779782,3.5940291751849003,10.653560645615311,上場からの年数,8/9条件充足
3134,Ｈａｍｅｅ,スタンダード（内国株式）,小売業,2026-04-30,連結,305.0,4980070500.0,82675.38461538461,13.261566331523845,-24.37478743087651,False,53.5,11.43874058863792,0.6803545088627215,2.409117380069801,0.1945214894087055,経常利益成長率,8/9条件充足
2436,共同ピーアール,スタンダード（内国株式）,サービス業,2025-12-31,連結,592.0,5218475264.0,44232.307692307695,11.126250478021248,35.13217439965401,False,62.8,21.522245037645447,1.1105497005534366,2.240348254138869,0.056753740525539165,上場からの年数,8/9条件充足
2330,フォーサイド,スタンダード（内国株式）,情報・通信業,2025-12-31,連結,130.0,5679401520.0,918935.3846153846,15.627854659064933,27.345731112979642,False,65.3,23.93702943189596,1.845168080686527,3.399683517457079,0.0,上場からの年数,8/9条件充足
4936,アクシージア,スタンダード（内国株式）,化学,2025-07-31,連結,317.0,7641919000.0,48649.230769230766,23.533405705358245,-22.119326600918953,False,79.10000000000001,5.598904859685147,1.0088219390602782,1.1921469254846675,-4.211864743513328,経常利益成長率,8/9条件充足
8769,アドバンテッジリスクマネジメント,スタンダード（内国株式）,サービス業,2026-03-31,連結,496.0,8074979200.0,34004.61538461538,14.407078636011938,28.962633054829247,False,50.4,19.770020533880903,1.843909033282244,2.240348254138869,0.0,上場からの年数,8/9条件充足
9160,オンザページ,スタンダード（内国株式）,サービス業,2025-12-31,連結,327.0,8198901738.0,33316.92307692308,18.46126901087708,36.087930709198865,False,27.500000000000004,3.271731690622861,0.8110457202209901,2.240348254138869,0.2923760000000053,自己資本比率,8/9条件充足
4440,ヴィッツ,スタンダード（内国株式）,情報・通信業,2025-08-31,連結,2014.0,8410464000.0,428378.46153846156,21.9077582396485,18.93682972807751,False,69.38,7.438740588637919,2.963785316786856,3.399683517457079,0.0,株価,8/9条件充足
1435,ｒｏｂｏｔ　ｈｏｍｅ,スタンダード（内国株式）,不動産業,2025-12-31,連結,178.0,16220606000.0,371526.1538461539,55.7454510768014,49.7846137507383,False,70.1,10.770704996577686,1.4525436698282042,1.4587380873976863,0.0,時価総額,8/9条件充足
6572,オープングループ,プライム（内国株式）,サービス業,2026-02-28,連結,272.0,17156125280.0,277940.0,8.383942969424485,33.34600370745693,False,54.2,8.522929500342231,1.6123932398773628,2.240348254138869,0.8393259684407406,時価総額,8/9条件充足
