sec_code,name,market,sector33,period_end,scope,price,dividend_ttm,dividend_yield_pct,roe_pct,equity_ratio_pct,current_ratio_pct,revenue_change_pct,operating_margin_pct,dps_yuho,dps_diff_pct,result
2148,アイティメディア,プライム（内国株式）,サービス業,2026-03-31,連結,1186.0,100.0,8.431703204047219,13.21,82.19999999999999,469.92724571068345,2.713865239979829,21.240546911788662,100.0,0.0,全条件充足
5729,日本精鉱,スタンダード（内国株式）,非鉄金属,2026-03-31,連結,1511.0,100.0,6.618133686300463,30.8,62.5,249.06931467667675,139.01701745154247,14.87957394309796,400.0,-75.0,全条件充足
1384,ホクリヨウ,スタンダード（内国株式）,水産・農林業,2026-03-31,個別,2018.0,130.0,6.442021803766106,24.4,74.9,218.4187850064627,50.445992577641775,21.486995282814732,130.0,0.0,全条件充足
6307,サンセイ,スタンダード（内国株式）,機械,2026-03-31,連結,473.0,30.0,6.342494714587738,15.4,71.7,294.3996189484659,56.85420147248497,14.835368718240845,30.0,0.0,全条件充足
9744,メイテックグループホールディングス,プライム（内国株式）,サービス業,2026-03-31,連結,3339.0,196.0,5.870020964360587,30.86,54.3,296.7731421121252,28.510360276274028,14.45535493804744,196.0,0.0,全条件充足
7595,アルゴグラフィックス,プライム（内国株式）,情報・通信業,2026-03-31,連結,1366.0,80.0,5.856515373352855,36.2,60.3,233.8642292929287,54.85746006806704,15.02288293607339,80.0,0.0,全条件充足
2124,ジェイエイシーリクルートメント,プライム（内国株式）,サービス業,2025-12-31,連結,943.0,55.0,5.832449628844114,41.5,72.3,320.49288192367504,85.45388701110575,25.348781704962136,36.0,52.77777777777777,全条件充足
8613,丸三証券,プライム（内国株式）,証券、商品先物取引業,2026-03-31,個別,1216.0,70.0,5.756578947368421,10.13,57.98,207.7046189302519,16.36314943760042,24.74108170310702,70.0,0.0,全条件充足
8624,いちよし証券,プライム（内国株式）,証券、商品先物取引業,2026-03-31,連結,1558.0,89.0,5.712451861360719,15.0,56.2,203.83256205300802,25.460670716145174,25.06204483502177,89.0,0.0,全条件充足
6539,ＭＳ－Ｊａｐａｎ,プライム（内国株式）,サービス業,2026-03-31,連結,991.0,56.0,5.650857719475278,10.8,88.1,532.1293313879248,103.44787680533267,21.886726725108858,56.0,0.0,全条件充足
6535,アイモバイル,プライム（内国株式）,サービス業,2025-07-31,連結,482.0,27.0,5.601659751037345,18.7,59.3,218.42925219941347,85.71428571428572,19.198253437383872,26.0,3.8461538461538547,全条件充足
4767,テー・オー・ダブリュー,スタンダード（内国株式）,サービス業,2025-06-30,連結,336.0,18.3,5.446428571428571,11.8,69.5,315.84855865259465,45.64801445566078,12.10671739717835,15.0,21.999999999999996,全条件充足
3640,電算,スタンダード（内国株式）,情報・通信業,2026-03-31,連結,2607.0,140.0,5.370157268891447,30.9,63.3,215.5632142951172,61.715433459241844,22.497601944084973,140.0,0.0,全条件充足
5445,東京鐵鋼,プライム（内国株式）,鉄鋼,2026-03-31,連結,1922.0,99.999996,5.2029134235171695,13.1,78.8,336.0098657166347,9.761079756086488,16.60049627791563,300.0,-66.666668,全条件充足
2379,ディップ,プライム（内国株式）,サービス業,2026-02-28,連結,1860.0,95.0,5.10752688172043,16.400000000000002,73.7,276.658050113752,38.81401351223792,16.61313669540056,95.0,0.0,全条件充足
9416,ビジョン,プライム（内国株式）,情報・通信業,2025-12-31,連結,1033.0,52.0,5.033881897386254,23.6,69.19999999999999,344.125656959238,115.52791730017789,16.572090222592806,50.0,4.0000000000000036,全条件充足
5208,有沢製作所,プライム（内国株式）,化学,2026-03-31,連結,2438.0,122.0,5.004101722723544,10.1,62.5,202.66878320150775,31.063612522917673,10.279578212982965,122.0,0.0,全条件充足
9739,ＮＳＷ,プライム（内国株式）,情報・通信業,2026-03-31,連結,2498.0,125.0,5.00400320256205,10.1,76.9,454.89560835133193,20.664181165423923,10.089450897369877,125.0,0.0,全条件充足
5195,バンドー化学,プライム（内国株式）,ゴム製品,2026-03-31,連結,2423.0,120.0,4.952538175815105,12.1,70.19999999999999,203.4719947592532,27.215608465608465,10.123514762236178,120.0,0.0,全条件充足
6417,ＳＡＮＫＹＯ,プライム（内国株式）,機械,2026-03-31,連結,1854.0,90.0,4.854368932038835,17.599999999999998,86.5,826.6743358377971,111.19176968311395,34.86616334934797,90.0,0.0,全条件充足
4318,クイック,プライム（内国株式）,サービス業,2026-03-31,連結,777.0,37.666668,4.847705019305019,22.4,74.7,284.7908478247285,43.8044089633387,13.51134496201151,71.0,-46.94835492957746,全条件充足
5015,ビーピー・カストロール,スタンダード（内国株式）,石油・石炭製品,2025-12-31,個別,999.0,48.0,4.804804804804805,10.5,77.60000000000001,425.2356533102473,32.44415532777851,10.630904512196592,46.0,4.347826086956519,全条件充足
4481,ベース,プライム（内国株式）,情報・通信業,2025-12-31,連結,3215.0,153.0,4.7589424572317265,30.7,75.3,375.5446153329598,63.889872627793444,26.39063486161592,117.0,30.76923076923077,全条件充足
3393,スターティアホールディングス,プライム（内国株式）,卸売業,2026-03-31,連結,3080.0,145.0,4.707792207792208,29.0,54.0,220.54497428477634,48.58522958185798,13.630566903089086,145.0,0.0,全条件充足
7775,大研医器,スタンダード（内国株式）,精密機器,2026-03-31,個別,425.0,20.0,4.705882352941177,12.1,68.2,258.20481753315795,20.497074917542335,12.414944965418274,20.0,0.0,全条件充足
4641,アルプス技研,プライム（内国株式）,サービス業,2025-12-31,連結,825.0,38.333332,4.646464484848485,20.4,69.5,269.03318328561875,34.099948810004534,10.251684737152438,108.0,-64.50617407407407,全条件充足
6436,アマノ,プライム（内国株式）,機械,2026-03-31,連結,3874.0,180.0,4.646360351058338,14.7,71.8,287.431070988157,49.006577780780034,12.779159842916807,180.0,0.0,全条件充足
4743,アイティフォー,プライム（内国株式）,情報・通信業,2026-03-31,連結,1722.0,80.0,4.645760743321719,13.89,73.6,330.38203701634995,35.71548922430505,16.703552512570667,80.0,0.0,全条件充足
8898,センチュリー２１・ジャパン,スタンダード（内国株式）,不動産業,2026-03-31,個別,1141.0,53.0,4.645048203330412,12.6,84.7,599.5973581273154,15.386714485153895,24.75719214922445,53.0,0.0,全条件充足
1717,明豊ファシリティワークス,スタンダード（内国株式）,サービス業,2026-03-31,個別,949.0,44.0,4.636459430979979,16.1,71.0,453.0676199153852,43.52791476039211,20.75920231979395,44.0,0.0,全条件充足
4928,ノエビアホールディングス,プライム（内国株式）,化学,2025-09-30,連結,4970.0,230.0,4.627766599597585,15.0,70.3,496.4354625774347,26.236542362303016,17.11111797787529,230.0,0.0,全条件充足
3912,モバイルファクトリー,スタンダード（内国株式）,情報・通信業,2025-12-31,連結,1069.0,49.0,4.583723105706268,15.1,77.5,423.5678909243562,18.285511945050903,32.721197522046225,44.0,11.363636363636353,全条件充足
2127,日本Ｍ＆Ａセンターホールディングス,プライム（内国株式）,サービス業,2026-03-31,連結,637.5999755859375,29.0,4.548306322212413,25.7,75.8,333.1911977461357,24.395435756540685,37.33012316692202,29.0,0.0,全条件充足
4792,山田コンサルティンググループ,プライム（内国株式）,サービス業,2026-03-31,連結,1695.0,77.0,4.542772861356932,15.2,59.7,344.9020426890138,82.3908747872455,14.004104915884788,77.0,0.0,全条件充足
6196,ストライクグループ,プライム（内国株式）,サービス業,2025-09-30,個別,1322.0,60.0,4.53857791225416,23.6,86.7,696.5550458896882,124.85088272732305,31.171956812572986,180.0,-66.66666666666667,全条件充足
6929,日本セラミック,プライム（内国株式）,電気機器,2025-12-31,連結,3735.0,165.0,4.417670682730924,14.4,84.39999999999999,857.7998017839444,27.938009176889224,22.792314730100642,165.0,0.0,全条件充足
2301,学情,プライム（内国株式）,サービス業,2025-10-31,個別,1622.0,71.0,4.37731196054254,12.9,86.9,440.88946604366504,77.09813480199689,21.171826171773084,67.0,5.970149253731338,全条件充足
4752,昭和システムエンジニアリング,スタンダード（内国株式）,情報・通信業,2026-03-31,個別,1512.0,66.0,4.365079365079365,13.7,63.0,522.8916348087365,35.138830264838305,11.739371807516305,66.0,0.0,全条件充足
6088,シグマクシス・ホールディングス,プライム（内国株式）,サービス業,2026-03-31,連結,597.0,26.0,4.355108877721943,27.800000000000004,83.6,353.52561199017595,52.232254846616975,25.449677846150426,26.0,0.0,全条件充足
7722,国際計測器,スタンダード（内国株式）,精密機器,2026-03-31,連結,805.0,35.0,4.3478260869565215,12.6,60.0,260.7180767134292,34.331249937095535,13.952420198603727,35.0,0.0,全条件充足
3817,ＳＲＡホールディングス,プライム（内国株式）,情報・通信業,2026-03-31,連結,4650.0,200.0,4.301075268817205,17.4,64.7,256.2727078435563,32.52493595005348,15.473263387075583,200.0,0.0,全条件充足
3076,あい　ホールディングス,プライム（内国株式）,卸売業,2025-06-30,連結,2950.0,125.0,4.23728813559322,22.5,77.7,502.65620283730755,43.22464787208724,13.428100971343113,100.0,25.0,全条件充足
4825,ウェザーニューズ,プライム（内国株式）,情報・通信業,2025-05-31,連結,2015.0,85.0,4.218362282878412,15.1,83.5,626.6344991468427,24.743833490375657,19.217949712800646,105.0,-19.047619047619047,全条件充足
9709,ＮＣＳ＆Ａ,スタンダード（内国株式）,情報・通信業,2026-03-31,連結,1378.0,58.0,4.2089985486211905,14.7,64.8,311.7841642110858,9.911175545609051,12.071475969193441,58.0,0.0,全条件充足
4172,Ｈｉクラテス,スタンダード（内国株式）,情報・通信業,2025-09-30,個別,2219.0,93.0,4.191077061739523,11.0,88.9,523.7618602336873,1.5740767702139058,22.834192583704723,93.0,0.0,全条件充足
6819,伊豆シャボテンリゾート,スタンダード（内国株式）,サービス業,2026-03-31,連結,478.0,20.0,4.184100418410042,13.91,81.2,418.27075060590823,132.278825676214,20.87184584290222,20.0,0.0,全条件充足
6947,図研,プライム（内国株式）,電気機器,2026-03-31,連結,4835.0,200.0,4.1365046535677354,13.3,61.0,228.2933068050106,36.81988445178084,13.607872207141366,200.0,0.0,全条件充足
9757,船井総研ホールディングス,プライム（内国株式）,サービス業,2025-12-31,連結,1105.0,45.5,4.117647058823529,26.5,72.39999999999999,243.23177885535708,46.081697054698466,26.44253525352535,85.0,-46.470588235294116,全条件充足
3635,コーエーテクモホールディングス,プライム（内国株式）,情報・通信業,2026-03-31,連結,1609.5,66.0,4.100652376514446,18.6,86.7,460.00856700385515,21.48737613216234,42.04857850734787,66.0,0.0,全条件充足
6458,新晃工業,プライム（内国株式）,機械,2026-03-31,連結,1224.0,50.0,4.084967320261438,11.0,67.9,348.61121565675575,41.40453722238109,15.915333928782083,50.0,0.0,全条件充足
6430,ダイコク電機,プライム（内国株式）,機械,2026-03-31,連結,2462.0,100.0,4.061738424045491,12.1,83.8,463.4541705641313,121.96451086839745,17.803129912797424,100.0,0.0,全条件充足
4028,石原産業,プライム（内国株式）,化学,2026-03-31,連結,2966.0,120.0,4.045853000674309,13.7,53.7,311.0436170008266,39.60344283718624,12.31592606699936,120.0,0.0,全条件充足
