sec_code,name,market,sector33,period_end,scope,price,dividend_ttm,dividend_yield_pct,roe_pct,equity_ratio_pct,current_ratio_pct,revenue_change_pct,operating_margin_pct,dps_yuho,dps_diff_pct,result
2148,アイティメディア,プライム（内国株式）,サービス業,2026-03-31,連結,1180.0,100.0,8.47457627118644,13.21,82.19999999999999,469.92724571068345,2.713865239979829,21.240546911788662,100.0,0.0,全条件充足
1384,ホクリヨウ,スタンダード（内国株式）,水産・農林業,2026-03-31,個別,2000.0,130.0,6.5,24.4,74.9,218.4187850064627,50.445992577641775,21.486995282814732,130.0,0.0,全条件充足
5729,日本精鉱,スタンダード（内国株式）,非鉄金属,2026-03-31,連結,1553.0,100.0,6.439150032195751,30.8,62.5,249.06931467667675,139.01701745154247,14.87957394309796,400.0,-75.0,全条件充足
7595,アルゴグラフィックス,プライム（内国株式）,情報・通信業,2026-03-31,連結,1316.0,80.0,6.079027355623101,36.2,60.3,233.8642292929287,54.85746006806704,15.02288293607339,80.0,0.0,全条件充足
6307,サンセイ,スタンダード（内国株式）,機械,2026-03-31,連結,494.0,30.0,6.0728744939271255,15.4,71.7,294.3996189484659,56.85420147248497,14.835368718240845,30.0,0.0,全条件充足
9744,メイテックグループホールディングス,プライム（内国株式）,サービス業,2026-03-31,連結,3296.0,196.0,5.946601941747573,30.86,54.3,296.7731421121252,28.510360276274028,14.45535493804744,196.0,0.0,全条件充足
2124,ジェイエイシーリクルートメント,プライム（内国株式）,サービス業,2025-12-31,連結,930.0,55.0,5.913978494623656,41.5,72.3,320.49288192367504,85.45388701110575,25.348781704962136,36.0,52.77777777777777,全条件充足
8613,丸三証券,プライム（内国株式）,証券、商品先物取引業,2026-03-31,個別,1212.0,70.0,5.775577557755775,10.13,57.98,207.7046189302519,16.36314943760042,24.74108170310702,70.0,0.0,全条件充足
8624,いちよし証券,プライム（内国株式）,証券、商品先物取引業,2026-03-31,連結,1544.0,89.0,5.7642487046632125,15.0,56.2,203.83256205300802,25.460670716145174,25.06204483502177,89.0,0.0,全条件充足
6539,ＭＳ－Ｊａｐａｎ,プライム（内国株式）,サービス業,2026-03-31,連結,979.0,56.0,5.720122574055159,10.8,88.1,532.1293313879248,103.44787680533267,21.886726725108858,56.0,0.0,全条件充足
6535,アイモバイル,プライム（内国株式）,サービス業,2025-07-31,連結,485.0,27.0,5.567010309278351,18.7,59.3,218.42925219941347,85.71428571428572,19.198253437383872,26.0,3.8461538461538547,全条件充足
4767,テー・オー・ダブリュー,スタンダード（内国株式）,サービス業,2025-06-30,連結,336.0,18.3,5.446428571428571,11.8,69.5,315.84855865259465,45.64801445566078,12.10671739717835,15.0,21.999999999999996,全条件充足
3640,電算,スタンダード（内国株式）,情報・通信業,2026-03-31,連結,2675.0,140.0,5.233644859813085,30.9,63.3,215.5632142951172,61.715433459241844,22.497601944084973,140.0,0.0,全条件充足
2379,ディップ,プライム（内国株式）,サービス業,2026-02-28,連結,1830.0,95.0,5.191256830601093,16.400000000000002,73.7,276.658050113752,38.81401351223792,16.61313669540056,95.0,0.0,全条件充足
5445,東京鐵鋼,プライム（内国株式）,鉄鋼,2026-03-31,連結,1956.0,99.999996,5.112474233128834,13.1,78.8,336.0098657166347,9.761079756086488,16.60049627791563,300.0,-66.666668,全条件充足
9416,ビジョン,プライム（内国株式）,情報・通信業,2025-12-31,連結,1027.0,52.0,5.063291139240507,23.6,69.19999999999999,344.125656959238,115.52791730017789,16.572090222592806,50.0,4.0000000000000036,全条件充足
5208,有沢製作所,プライム（内国株式）,化学,2026-03-31,連結,2416.0,122.0,5.049668874172186,10.1,62.5,202.66878320150775,31.063612522917673,10.279578212982965,122.0,0.0,全条件充足
5195,バンドー化学,プライム（内国株式）,ゴム製品,2026-03-31,連結,2414.0,120.0,4.971002485501243,12.1,70.19999999999999,203.4719947592532,27.215608465608465,10.123514762236178,120.0,0.0,全条件充足
9739,ＮＳＷ,プライム（内国株式）,情報・通信業,2026-03-31,連結,2526.0,125.0,4.948535233570863,10.1,76.9,454.89560835133193,20.664181165423923,10.089450897369877,125.0,0.0,全条件充足
4318,クイック,プライム（内国株式）,サービス業,2026-03-31,連結,774.0,37.666668,4.866494573643411,22.4,74.7,284.7908478247285,43.8044089633387,13.51134496201151,71.0,-46.94835492957746,全条件充足
6417,ＳＡＮＫＹＯ,プライム（内国株式）,機械,2026-03-31,連結,1852.5,90.0,4.8582995951417,17.599999999999998,86.5,826.6743358377971,111.19176968311395,34.86616334934797,90.0,0.0,全条件充足
4481,ベース,プライム（内国株式）,情報・通信業,2025-12-31,連結,3150.0,153.0,4.857142857142857,30.7,75.3,375.5446153329598,63.889872627793444,26.39063486161592,117.0,30.76923076923077,全条件充足
5015,ビーピー・カストロール,スタンダード（内国株式）,石油・石炭製品,2025-12-31,個別,993.0,48.0,4.833836858006042,10.5,77.60000000000001,425.2356533102473,32.44415532777851,10.630904512196592,46.0,4.347826086956519,全条件充足
4928,ノエビアホールディングス,プライム（内国株式）,化学,2025-09-30,連結,4790.0,230.0,4.801670146137787,15.0,70.3,496.4354625774347,26.236542362303016,17.11111797787529,230.0,0.0,全条件充足
7775,大研医器,スタンダード（内国株式）,精密機器,2026-03-31,個別,420.0,20.0,4.761904761904762,12.1,68.2,258.20481753315795,20.497074917542335,12.414944965418274,20.0,0.0,全条件充足
4743,アイティフォー,プライム（内国株式）,情報・通信業,2026-03-31,連結,1697.0,80.0,4.714201532115498,13.89,73.6,330.38203701634995,35.71548922430505,16.703552512570667,80.0,0.0,全条件充足
3393,スターティアホールディングス,プライム（内国株式）,卸売業,2026-03-31,連結,3080.0,145.0,4.707792207792208,29.0,54.0,220.54497428477634,48.58522958185798,13.630566903089086,145.0,0.0,全条件充足
4641,アルプス技研,プライム（内国株式）,サービス業,2025-12-31,連結,816.0,38.333332,4.69771225490196,20.4,69.5,269.03318328561875,34.099948810004534,10.251684737152438,108.0,-64.50617407407407,全条件充足
