sec_code,name,market,sector33,period_end,scope,price,market_cap,avg_volume_3m,revenue_cagr_pct,profit_cagr_pct,profit_turnaround,equity_ratio_pct,listing_years,pbr,sector_avg_pbr,shares_growth_pct,unmet_conditions,result
3996,サインポスト,スタンダード（内国株式）,情報・通信業,2026-02-28,個別,202.0,2584912190.0,145424.61538461538,10.320455034915454,,True,61.7,8.837782340862423,1.3753651705271313,3.4158094486615935,0.028140400273746202,,全条件充足
8946,ＡＳＩＡＮ　ＳＴＡＲ,スタンダード（内国株式）,不動産業,2025-12-31,連結,76.0,1809423200.0,181823.07692307694,15.596934706098441,156.58461385597664,False,58.3,21.00479123887748,0.7688624474531705,1.4594076061872343,0.0,上場からの年数,8/9条件充足
3909,ショーケース,スタンダード（内国株式）,情報・通信業,2026-03-31,連結,190.0,1935264000.0,20641.53846153846,19.590552170820175,11.547892091163048,False,70.8,11.509924709103354,1.1492107454064564,3.4158094486615935,0.0,出来高（流動性）,8/9条件充足
7782,シンシア,スタンダード（内国株式）,精密機器,2025-12-31,連結,491.0,3369340200.0,3683.076923076923,13.09762720645422,45.8078354409371,False,52.35999999999999,9.754962354551678,1.1952821453733522,2.5752496020887543,0.0,出来高（流動性）,8/9条件充足
7034,プロレド・パートナーズ,プライム（内国株式）,サービス業,2025-10-31,連結,342.0,3831015600.0,34601.53846153846,35.499447810439875,75.3204404537005,False,47.1,8.175222450376454,0.32214258337623225,2.252260959299876,0.055378898853120084,自己資本比率,8/9条件充足
2330,フォーサイド,スタンダード（内国株式）,情報・通信業,2025-12-31,連結,88.0,3844517952.0,208173.84615384616,15.627854659064933,27.345731112979642,False,65.3,23.923340177960302,1.249036854618572,3.4158094486615935,0.0,上場からの年数,8/9条件充足
3935,エディア,スタンダード（内国株式）,情報・通信業,2026-02-28,連結,709.0,4415652000.0,55815.38461538462,16.912821770875276,38.327275553486075,False,57.99999999999999,10.42299794661191,2.7332139521266092,3.4158094486615935,0.4840271055179146,株価,8/9条件充足
6494,ＮＦＫホールディングス,スタンダード（内国株式）,機械,2026-03-31,連結,96.0,4679424000.0,361047.6923076923,17.294633791337933,16.745178561722064,False,71.39999999999999,26.67214236824093,0.7155209480779782,3.5731027292166364,10.653560645615311,上場からの年数,8/9条件充足
3134,Ｈａｍｅｅ,スタンダード（内国株式）,小売業,2026-04-30,連結,308.0,5029054800.0,84009.23076923077,13.261566331523845,-24.37478743087651,False,53.5,11.425051334702259,0.6870465204253057,2.406502452789228,0.1945214894087055,経常利益成長率,8/9条件充足
2436,共同ピーアール,スタンダード（内国株式）,サービス業,2025-12-31,連結,591.0,5209660272.0,43713.846153846156,11.126250478021248,35.13217439965401,False,62.8,21.508555783709788,1.1086737720052044,2.252260959299876,0.056753740525539165,上場からの年数,8/9条件充足
4936,アクシージア,スタンダード（内国株式）,化学,2025-07-31,連結,320.0,7714240000.0,48953.846153846156,23.533405705358245,-22.119326600918953,False,79.10000000000001,5.585215605749487,1.0183691498400282,1.216599502190117,-4.211864743513328,経常利益成長率,8/9条件充足
8769,アドバンテッジリスクマネジメント,スタンダード（内国株式）,サービス業,2026-03-31,連結,491.0,7993578200.0,33393.846153846156,14.407078636011938,28.962633054829247,False,50.4,19.756331279945243,1.825321240608028,2.252260959299876,0.0,上場からの年数,8/9条件充足
9160,オンザページ,スタンダード（内国株式）,サービス業,2025-12-31,連結,330.0,8274121020.0,31616.923076923078,18.46126901087708,36.087930709198865,False,27.500000000000004,3.2580424366872007,0.8184865066450359,2.252260959299876,0.2923760000000053,自己資本比率,8/9条件充足
4440,ヴィッツ,スタンダード（内国株式）,情報・通信業,2025-08-31,連結,2033.0,8489808000.0,305315.3846153846,21.9077582396485,18.93682972807751,False,69.38,7.425051334702259,2.991745555624468,3.4158094486615935,0.0,株価,8/9条件充足
1435,ｒｏｂｏｔ　ｈｏｍｅ,スタンダード（内国株式）,不動産業,2025-12-31,連結,177.0,16129479000.0,373055.3846153846,55.7454510768014,49.7846137507383,False,70.1,10.757015742642025,1.44438331213254,1.4594076061872343,0.0,時価総額,8/9条件充足
6572,オープングループ,プライム（内国株式）,サービス業,2026-02-28,連結,266.0,16777681340.0,273743.07692307694,8.383942969424485,33.34600370745693,False,54.2,8.509240246406572,1.5768257419388916,2.252260959299876,0.8393259684407406,時価総額,8/9条件充足
