sec_code,name,market,sector33,price,change_1d_pct,change_5d_pct,change_20d_pct,volume,turnover_yen,volume_rising,market_cap,is_large_cap
4392,ＦＩＧ,プライム（内国株式）,情報・通信業,1403.0,5.886792452830192,59.79498861047836,31.1214953271028,12646800.0,17743460400.0,True,44325140345.0,False
