sec_code,name,market,sector33,price,change_1d_pct,change_5d_pct,change_20d_pct,volume,turnover_yen,volume_rising,market_cap,is_large_cap
4385,メルカリ,プライム（内国株式）,情報・通信業,4340.0,-2.3182534323655135,-6.324195985322689,-13.717693836978128,1631500.0,7080710000.0,True,714140594160.0,True
