edinet_code,sec_code,doc_id,filer_name,period_end,submit_date,doc_description
E34722,7058,S100W9QB,共栄セキュリティーサービス株式会社,2025-03-31,2025-06-30,有価証券報告書－第41期(2024/04/01－2025/03/31)
E05713,3856,S100W9LG,Ａｂａｌａｎｃｅ株式会社,2025-03-31,2025-06-30,有価証券報告書－第26期(2024/07/01－2025/03/31)
E05680,3843,S100WE4B,フリービット株式会社,2025-04-30,2025-07-23,有価証券報告書－第25期(2024/05/01－2025/04/30)
E01856,6905,S100WGO2,コーセル株式会社,2025-05-20,2025-08-07,有価証券報告書－第56期(2024/05/21－2025/05/20)
E32381,3544,S100WH8K,サツドラホールディングス株式会社,2025-05-15,2025-08-07,有価証券報告書－第9期(2024/05/16－2025/05/15)
E34102,9278,S100WJSD,ブックオフグループホールディングス株式会社,2025-05-31,2025-08-15,有価証券報告書－第7期(2024/06/01－2025/05/31)
E24129,3160,S100WJ4B,株式会社大光,2025-05-31,2025-08-19,有価証券報告書－第75期(2024/06/01－2025/05/31)
E10737,3549,S100WJXT,株式会社クスリのアオキホールディングス,2025-05-20,2025-08-19,有価証券報告書－第27期(2024/05/21－2025/05/20)
E03423,2791,S100WK2E,大黒天物産株式会社,2025-05-31,2025-08-19,有価証券報告書－第39期(2024/06/01－2025/05/31)
E00710,7921,S100WKEQ,株式会社ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,2025-05-31,2025-08-20,有価証券報告書－第88期(2024/06/01－2025/05/31)
E05027,4716,S100WK81,日本オラクル株式会社,2025-05-31,2025-08-20,有価証券報告書－第40期(2024/06/01－2025/05/31)
E05729,2168,S100WJZQ,株式会社パソナグループ,2025-05-31,2025-08-20,有価証券報告書－第18期(2024/06/01－2025/05/31)
E02968,3321,S100WKFZ,ミタチ産業株式会社,2025-05-31,2025-08-21,有価証券報告書－第49期(2024/06/01－2025/05/31)
E21606,3148,S100WK8P,株式会社クリエイトＳＤホールディングス,2025-05-31,2025-08-21,有価証券報告書－第28期(2024/06/01－2025/05/31)
E00059,1887,S100WKKV,日本国土開発株式会社,2025-05-31,2025-08-22,有価証券報告書－第96期(2024/06/01－2025/05/31)
E38684,5885,S100WKSA,株式会社ジーデップ・アドバンス,2025-05-31,2025-08-22,有価証券報告書－第10期(2024/06/01－2025/05/31)
E05527,2459,S100WKVQ,アウンコンサルティング株式会社,2025-05-31,2025-08-25,有価証券報告書－第27期(2024/06/01－2025/05/31)
E05289,2303,S100WKOH,株式会社ドーン,2025-05-31,2025-08-25,有価証券報告書－第34期(2024/06/01－2025/05/31)
E00687,3892,S100WKVW,株式会社岡山製紙,2025-05-31,2025-08-25,有価証券報告書－第184期(2024/06/01－2025/05/31)
E03386,2722,S100WL0T,株式会社ＩＫホールディングス,2025-05-31,2025-08-25,有価証券報告書－第44期(2024/06/01－2025/05/31)
E02842,7487,S100WKUS,小津産業株式会社,2025-05-31,2025-08-25,有価証券報告書－第114期(2024/06/01－2025/05/31)
E03424,2792,S100WKJF,株式会社ハニーズホールディングス,2025-05-31,2025-08-25,有価証券報告書－第47期(2024/06/01－2025/05/31)
E05313,8908,S100WKTA,株式会社毎日コムネット,2025-05-31,2025-08-25,有価証券報告書－第47期(2024/06/01－2025/05/31)
E30598,3297,S100WKV4,株式会社東武住販,2025-05-31,2025-08-25,有価証券報告書－第42期(2024/06/01－2025/05/31)
E05379,2796,S100WL4W,ファーマライズホールディングス株式会社,2025-05-31,2025-08-25,有価証券報告書－第39期(2024/06/01－2025/05/31)
E00006,1377,S100WKSN,株式会社　サカタのタネ,2025-05-31,2025-08-25,有価証券報告書－第84期(2024/06/01－2025/05/31)
E34960,4443,S100WKZJ,Ｓａｎｓａｎ株式会社,2025-05-31,2025-08-25,有価証券報告書－第18期(2024/06/01－2025/05/31)
E02336,7725,S100WL5W,株式会社インターアクション,2025-05-31,2025-08-25,有価証券報告書－第33期(2024/06/01－2025/05/31)
E04764,9765,S100WKLV,株式会社オオバ,2025-05-31,2025-08-25,有価証券報告書－第91期(2024/06/01－2025/05/31)
E03169,9812,S100WL8B,株式会社テーオーホールディングス,2025-05-31,2025-08-26,有価証券報告書－第71期(2024/06/01－2025/05/31)
E00890,4465,S100WL0G,株式会社ニイタカ,2025-05-31,2025-08-26,有価証券報告書－第63期(2024/06/01－2025/05/31)
E36350,4885,S100WL9D,室町ケミカル株式会社,2025-05-31,2025-08-26,有価証券報告書－第79期(2024/06/01－2025/05/31)
E01742,6505,S100WL6X,東洋電機製造株式会社,2025-05-31,2025-08-26,有価証券報告書－第164期(2024/06/01－2025/05/31)
E05162,4825,S100WL79,株式会社ウェザーニューズ,2025-05-31,2025-08-26,有価証券報告書－第39期(2024/06/01－2025/05/31)
E26831,5932,S100WJUP,三協立山株式会社,2025-05-31,2025-08-26,有価証券報告書－第80期(2024/06/01－2025/05/31)
E33254,6552,S100WLAB,株式会社ＧａｍｅＷｉｔｈ,2025-05-31,2025-08-26,有価証券報告書－第12期(2024/06/01－2025/05/31)
E00004,1376,S100WL4U,カネコ種苗株式会社,2025-05-31,2025-08-26,有価証券報告書－第78期(2024/06/01－2025/05/31)
E31306,1430,S100WLC9,ファーストコーポレーション株式会社,2025-05-31,2025-08-27,有価証券報告書－第14期(2024/06/01－2025/05/31)
E33393,9265,S100WKIB,ヤマシタヘルスケアホールディングス株式会社,2025-05-31,2025-08-27,有価証券報告書－第8期(2024/06/01－2025/05/31)
E02480,3791,S100WL1X,株式会社ＩＧポート,2025-05-31,2025-08-27,有価証券報告書－第36期(2024/06/01－2025/05/31)
E05706,2153,S100WLJ8,Ｅ・Ｊホールディングス株式会社,2025-05-31,2025-08-27,有価証券報告書－第18期(2024/06/01－2025/05/31)
E03465,3021,S100WLI3,株式会社パシフィックネット,2025-05-31,2025-08-27,有価証券報告書－第37期(2024/06/01－2025/05/31)
E02323,7713,S100WKLO,シグマ光機株式会社,2025-05-31,2025-08-27,有価証券報告書－第50期(2024/06/01－2025/05/31)
E01649,6496,S100WLJD,株式会社中北製作所,2025-05-31,2025-08-27,有価証券報告書－第99期(2024/06/01－2025/05/31)
E00574,3501,S100WLEX,ＳＵＭＩＮＯＥ株式会社,2025-05-31,2025-08-27,有価証券報告書－第136期(2024/06/01－2025/05/31)
E31454,6047,S100WLMH,株式会社Ｇｕｎｏｓｙ,2025-05-31,2025-08-27,有価証券報告書－第13期(2024/06/01－2025/05/31)
E05169,4829,S100WLO4,日本エンタープライズ株式会社,2025-05-31,2025-08-27,有価証券報告書－第37期(2024/06/01－2025/05/31)
E04873,9651,S100WL4H,日本プロセス株式会社,2025-05-31,2025-08-27,有価証券報告書－第58期(2024/06/01－2025/05/31)
E24187,4577,S100WLMY,ダイト株式会社,2025-05-31,2025-08-27,有価証券報告書－第83期(2024/06/01－2025/05/31)
E36637,4198,S100WLGP,株式会社テンダ,2025-05-31,2025-08-27,有価証券報告書－第30期(2024/06/01－2025/05/31)
E27305,1419,S100WL4I,タマホーム株式会社,2025-05-31,2025-08-27,有価証券報告書－第27期(2024/06/01－2025/05/31)
E27855,6083,S100WLGA,ＥＲＩホールディングス株式会社,2025-05-31,2025-08-27,有価証券報告書－第12期(2024/06/01－2025/05/31)
E03446,3349,S100WLSP,株式会社コスモス薬品,2025-05-31,2025-08-28,有価証券報告書－第43期(2024/06/01－2025/05/31)
E05449,3760,S100WL3H,株式会社ケイブ,2025-05-31,2025-08-28,有価証券報告書－第31期(2024/06/01－2025/05/31)
E04064,3236,S100WLW2,株式会社プロパスト,2025-05-31,2025-08-28,有価証券報告書－第39期(2024/06/01－2025/05/31)
E03989,8887,S100WLYW,株式会社シーラホールディングス,2025-05-31,2025-08-28,有価証券報告書－第47期(2024/06/01－2025/05/31)
E34663,4430,S100WLXE,東海ソフト株式会社,2025-05-31,2025-08-28,有価証券報告書－第56期(2024/06/01－2025/05/31)
E40147,277A,S100WLJK,グロービング株式会社,2025-05-31,2025-08-28,有価証券報告書－第10期(2024/06/01－2025/05/31)
E01380,5967,S100WLV7,ＴＯＮＥ株式会社,2025-05-31,2025-08-28,有価証券報告書－第90期(2024/06/01－2025/05/31)
E05536,2462,S100WLRT,ライク株式会社,2025-05-31,2025-08-28,有価証券報告書－第32期(2024/06/01－2025/05/31)
E02803,7434,S100WLHT,株式会社オータケ,2025-05-31,2025-08-28,有価証券報告書－第73期(2024/06/01－2025/05/31)
E33497,7808,S100WLYT,株式会社シー・エス・ランバー,2025-05-31,2025-08-29,有価証券報告書－第43期(2024/06/01－2025/05/31)
E00866,7888,S100WLZJ,三光合成株式会社,2025-05-31,2025-08-29,有価証券報告書－第92期(2024/06/01－2025/05/31)
E01508,6150,S100WLR3,タケダ機械株式会社,2025-05-31,2025-08-29,有価証券報告書－第54期(2024/06/01－2025/05/31)
E34644,7673,S100WM3R,ダイコー通産株式会社,2025-05-31,2025-08-29,有価証券報告書－第50期(2024/06/01－2025/05/31)
E37399,9216,S100WLY3,ビーウィズ株式会社,2025-05-31,2025-08-29,有価証券報告書－第26期(2024/06/01－2025/05/31)
E05601,3810,S100WM70,サイバーステップ株式会社,2025-05-31,2025-08-29,有価証券報告書－第25期(2024/06/01－2025/05/31)
E05450,2437,S100WM4T,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ株式会社,2025-05-31,2025-08-29,有価証券報告書－第36期(2024/06/01－2025/05/31)
E31379,6044,S100WLAF,株式会社三機サービス,2025-05-31,2025-08-29,有価証券報告書－第48期(2024/06/01－2025/05/31)
E03409,2769,S100WLQL,株式会社ヴィレッジヴァンガードコーポレーション,2025-05-31,2025-08-29,有価証券報告書－第37期(2024/06/01－2025/05/31)
E40662,372A,S100WMBE,株式会社レント,2025-05-31,2025-09-01,有価証券報告書－第41期(2024/06/01－2025/05/31)
E39505,208A,S100WNI1,株式会社構造計画研究所ホールディングス,2025-06-30,2025-09-05,有価証券報告書－第1期(2024/07/01－2025/06/30)
E33416,9267,S100WNXO,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ株式会社,2025-06-20,2025-09-10,有価証券報告書－第8期(2024/06/21－2025/06/20)
E30501,3191,S100WO68,株式会社ジョイフル本田,2025-06-20,2025-09-16,有価証券報告書－第50期(2024/06/21－2025/06/20)
E05163,4826,S100WOO0,株式会社ＣＩＪ,2025-06-30,2025-09-17,有価証券報告書－第50期(2024/07/01－2025/06/30)
E33026,3984,S100WPIP,株式会社ユーザーローカル,2025-06-30,2025-09-17,有価証券報告書－第20期(2024/07/01－2025/06/30)
E05191,4847,S100WP1M,株式会社インテリジェント　ウェイブ,2025-06-30,2025-09-17,有価証券報告書－第42期(2024/07/01－2025/06/30)
E02398,7962,S100WOZY,株式会社キングジム,2025-06-20,2025-09-17,有価証券報告書－第77期(2024/06/21－2025/06/20)
E00009,1381,S100WPSG,株式会社アクシーズ,2025-06-30,2025-09-18,有価証券報告書－第63期(2024/07/01－2025/06/30)
E02448,5903,S100WP45,シンポ株式会社,2025-06-30,2025-09-18,有価証券報告書－第55期(2024/07/01－2025/06/30)
E34288,4398,S100WPQK,株式会社ブロードバンドセキュリティ,2025-06-30,2025-09-19,有価証券報告書－第26期(2024/07/01－2025/06/30)
E34111,4396,S100WPID,株式会社システムサポート,2025-06-30,2025-09-19,有価証券報告書－第46期(2024/07/01－2025/06/30)
E05663,3836,S100WPOP,株式会社アバントグループ,2025-06-30,2025-09-19,有価証券報告書－第29期(2024/07/01－2025/06/30)
E04972,4657,S100WQ16,株式会社環境管理センター,2025-06-30,2025-09-22,有価証券報告書－第56期(2024/07/01－2025/06/30)
E30071,6090,S100WPSX,ヒューマン・メタボローム・テクノロジーズ株式会社,2025-06-30,2025-09-22,有価証券報告書－第22期(2024/07/01－2025/06/30)
E05695,2154,S100WQCA,株式会社オープンアップグループ,2025-06-30,2025-09-22,有価証券報告書－第21期(2024/07/01－2025/06/30)
E05576,2481,S100WPVC,株式会社タウンニュース社,2025-06-30,2025-09-22,有価証券報告書－第45期(2024/07/01－2025/06/30)
E02492,7821,S100WQAH,前田工繊株式会社,2025-06-30,2025-09-22,有価証券報告書－第53期(2024/07/01－2025/06/30)
E00476,2904,S100WQ1K,一正蒲鉾株式会社,2025-06-30,2025-09-22,有価証券報告書－第61期(2024/07/01－2025/06/30)
E01208,5283,S100WQGP,株式会社高見澤,2025-06-30,2025-09-24,有価証券報告書－第75期(2024/07/01－2025/06/30)
E02847,7500,S100WQDH,西川計測株式会社,2025-06-30,2025-09-24,有価証券報告書－第90期(2024/07/01－2025/06/30)
E33838,6571,S100WQ4P,キュービーネットホールディングス株式会社,2025-06-30,2025-09-24,有価証券報告書－第11期(2024/07/01－2025/06/30)
E02928,2689,S100WQ48,オルバヘルスケアホールディングス株式会社,2025-06-30,2025-09-24,有価証券報告書－第76期(2024/07/01－2025/06/30)
E01666,6340,S100WQN6,澁谷工業株式会社,2025-06-30,2025-09-24,有価証券報告書－第77期(2024/07/01－2025/06/30)
E05100,4767,S100WQIM,株式会社テー・オー・ダブリュー,2025-06-30,2025-09-24,有価証券報告書－第49期(2024/07/01－2025/06/30)
E02039,6874,S100WQ31,協立電機株式会社,2025-06-30,2025-09-24,有価証券報告書－第67期(2024/07/01－2025/06/30)
E32988,6547,S100WQPA,株式会社グリーンズ,2025-06-30,2025-09-24,有価証券報告書－第62期(2024/07/01－2025/06/30)
E31575,6239,S100WQEO,株式会社ナガオカ,2025-06-30,2025-09-24,有価証券報告書－第21期(2024/07/01－2025/06/30)
E31573,3916,S100WQQ5,デジタル・インフォメーション・テクノロジー株式会社,2025-06-30,2025-09-24,有価証券報告書－第24期(2024/07/01－2025/06/30)
E26444,6062,S100WQO9,株式会社チャーム・ケア・コーポレーション,2025-06-30,2025-09-24,有価証券報告書－第41期(2024/07/01－2025/06/30)
E01219,5380,S100WPZQ,新東株式会社,2025-06-30,2025-09-24,有価証券報告書－第62期(2024/07/01－2025/06/30)
E04008,8912,S100WQF8,株式会社エリアクエスト,2025-06-30,2025-09-24,有価証券報告書－第26期(2024/07/01－2025/06/30)
E00010,1382,S100WPAF,株式会社ホーブ,2025-06-30,2025-09-24,有価証券報告書－第39期(2024/07/01－2025/06/30)
E36412,5074,S100WQOK,テスホールディングス株式会社,2025-06-30,2025-09-24,有価証券報告書－第16期(2024/07/01－2025/06/30)
E32181,3538,S100WQBH,株式会社ウイルプラスホールディングス,2025-06-30,2025-09-24,有価証券報告書－第18期(2024/07/01－2025/06/30)
E27464,3286,S100WQTF,トラストホールディングス株式会社,2025-06-30,2025-09-24,有価証券報告書－第12期(2024/07/01－2025/06/30)
E05570,9421,S100WOVL,株式会社エヌジェイホールディングス,2025-06-30,2025-09-24,有価証券報告書－第34期(2024/07/01－2025/06/30)
E04069,3242,S100WQT7,株式会社アーバネットコーポレーション,2025-06-30,2025-09-24,有価証券報告書－第28期(2024/07/01－2025/06/30)
E03404,2762,S100WQ92,株式会社ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,2025-06-30,2025-09-24,有価証券報告書－第49期(2024/07/01－2025/06/30)
E33839,9450,S100WQ94,株式会社ファイバーゲート,2025-06-30,2025-09-24,有価証券報告書－第26期(2024/07/01－2025/06/30)
E03475,3028,S100WQEC,株式会社アルペン,2025-06-30,2025-09-24,有価証券報告書－第53期(2024/07/01－2025/06/30)
E05239,4326,S100WQAK,株式会社インテージホールディングス,2025-06-30,2025-09-24,有価証券報告書－第53期(2024/07/01－2025/06/30)
E34064,4385,S100WQDW,株式会社メルカリ,2025-06-30,2025-09-24,有価証券報告書－第13期(2024/07/01－2025/06/30)
E02324,6888,S100WQFV,アクモス株式会社,2025-06-30,2025-09-24,有価証券報告書－第34期(2024/07/01－2025/06/30)
E02349,7747,S100WQNM,朝日インテック株式会社,2025-06-30,2025-09-24,有価証券報告書－第49期(2024/07/01－2025/06/30)
E27421,3675,S100WQAV,株式会社クロス・マーケティンググループ,2025-06-30,2025-09-24,有価証券報告書－第13期(2024/07/01－2025/06/30)
E02491,3439,S100WQN3,株式会社三ツ知,2025-06-30,2025-09-25,有価証券報告書－第63期(2024/07/01－2025/06/30)
E31622,7812,S100WQQN,株式会社クレステック,2025-06-30,2025-09-25,有価証券報告書－第41期(2024/07/01－2025/06/30)
E36969,7135,S100WQJ2,ジャパンクラフトホールディングス株式会社,2025-06-30,2025-09-25,有価証券報告書－第4期(2024/07/01－2025/06/30)
E31602,7781,S100WR5J,株式会社平山ホールディングス,2025-06-30,2025-09-25,有価証券報告書－第59期(2024/07/01－2025/06/30)
E03528,3097,S100WR57,株式会社物語コーポレーション,2025-06-30,2025-09-25,有価証券報告書－第56期(2024/07/01－2025/06/30)
E03280,7532,S100WR05,株式会社パン・パシフィック・インターナショナルホールディングス,2025-06-30,2025-09-25,有価証券報告書－第45期(2024/07/01－2025/06/30)
E04025,8928,S100WQZC,穴吹興産株式会社,2025-06-30,2025-09-25,有価証券報告書－第62期(2024/07/01－2025/06/30)
E38139,9340,S100WR24,株式会社アソインターナショナル,2025-06-30,2025-09-25,有価証券報告書－第38期(2024/07/01－2025/06/30)
E02058,6785,S100WQD6,株式会社鈴木,2025-06-30,2025-09-25,有価証券報告書－第56期(2024/07/01－2025/06/30)
E05505,8945,S100WQZF,サンネクスタグループ株式会社,2025-06-30,2025-09-25,有価証券報告書－第27期(2024/07/01－2025/06/30)
E01068,4976,S100WR11,東洋ドライルーブ株式会社,2025-06-30,2025-09-25,有価証券報告書－第63期(2024/07/01－2025/06/30)
E22995,3154,S100WQP5,メディアスホールディングス株式会社,2025-06-30,2025-09-25,有価証券報告書－第16期(2024/07/01－2025/06/30)
E00329,1414,S100WQS8,ショーボンドホールディングス株式会社,2025-06-30,2025-09-25,有価証券報告書－第18期(2024/07/01－2025/06/30)
E21381,2180,S100WQST,株式会社サニーサイドアップグループ,2025-06-30,2025-09-25,有価証券報告書－第40期(2024/07/01－2025/06/30)
E32364,2820,S100WQUM,株式会社やまみ,2025-06-30,2025-09-25,有価証券報告書－第51期(2024/07/01－2025/06/30)
E31524,9417,S100WQZW,株式会社スマートバリュー,2025-06-30,2025-09-25,有価証券報告書－第78期(2024/07/01－2025/06/30)
E05187,4845,S100WPSD,株式会社スカラ,2025-06-30,2025-09-25,有価証券報告書－第39期(2024/07/01－2025/06/30)
E05458,2428,S100WQVK,ウェルネット株式会社,2025-06-30,2025-09-25,有価証券報告書－第43期(2024/07/01－2025/06/30)
E38979,2938,S100WQVV,株式会社オカムラ食品工業,2025-06-30,2025-09-25,有価証券報告書－第55期(2024/07/01－2025/06/30)
E39645,197A,S100WRAR,株式会社タウンズ,2025-06-30,2025-09-25,有価証券報告書－第10期(2024/07/01－2025/06/30)
E31216,6036,S100WR7B,ＫｅｅＰｅｒ技研株式会社,2025-06-30,2025-09-25,有価証券報告書－第33期(2024/07/01－2025/06/30)
E27868,5698,S100WR6T,株式会社エンビプロ・ホールディングス,2025-06-30,2025-09-25,有価証券報告書－第16期(2024/07/01－2025/06/30)
E36539,7377,S100WQ3S,ＤＮホールディングス株式会社,2025-06-30,2025-09-25,有価証券報告書－第4期(2024/07/01－2025/06/30)
E38898,3958,S100WQWB,笹徳印刷株式会社,2025-06-30,2025-09-25,有価証券報告書－第76期(2024/07/01－2025/06/30)
E05055,9439,S100WQ59,株式会社エム・エイチ・グループ,2025-06-30,2025-09-25,有価証券報告書－第36期(2024/07/01－2025/06/30)
E01991,6920,S100WQ7F,レーザーテック株式会社,2025-06-30,2025-09-25,有価証券報告書－第63期(2024/07/01－2025/06/30)
E36750,6227,S100WQVH,ＡＩメカテック株式会社,2025-06-30,2025-09-25,有価証券報告書－第9期(2024/07/01－2025/06/30)
E33392,7809,S100WQU3,株式会社壽屋,2025-06-30,2025-09-25,有価証券報告書－第72期(2024/07/01－2025/06/30)
E02485,7826,S100WR44,株式会社フルヤ金属,2025-06-30,2025-09-25,有価証券報告書－第57期(2024/07/01－2025/06/30)
E31284,3457,S100WQWR,株式会社Ａｎｄ　Ｄｏホールディングス,2025-06-30,2025-09-25,有価証券報告書－第17期(2024/07/01－2025/06/30)
E05564,2477,S100WQOA,手間いらず株式会社,2025-06-30,2025-09-25,有価証券報告書－第22期(2024/07/01－2025/06/30)
E03306,7585,S100WR5V,株式会社かんなん丸,2025-06-30,2025-09-25,有価証券報告書－第48期(2024/07/01－2025/06/30)
E31551,3135,S100WRDT,株式会社マーケットエンタープライズ,2025-06-30,2025-09-26,有価証券報告書－第19期(2024/07/01－2025/06/30)
E01713,6327,S100WQMF,北川精機株式会社,2025-06-30,2025-09-26,有価証券報告書－第69期(2024/07/01－2025/06/30)
E02920,3426,S100WQ9V,アトムリビンテック株式会社,2025-06-30,2025-09-26,有価証券報告書－第71期(2024/07/01－2025/06/30)
E04339,9361,S100WQSP,伏木海陸運送株式会社,2025-06-30,2025-09-26,有価証券報告書－第108期(2024/07/01－2025/06/30)
E33777,3446,S100WRL1,株式会社ジェイテックコーポレーション,2025-06-30,2025-09-26,有価証券報告書－第32期(2024/07/01－2025/06/30)
E03006,3076,S100WRM2,あいホールディングス株式会社,2025-06-30,2025-09-26,有価証券報告書－第19期(2024/07/01－2025/06/30)
E05255,4335,S100WRPN,ＩＰＳホールディングス株式会社,2025-06-30,2025-09-26,有価証券報告書－第29期(2024/07/01－2025/06/30)
E05470,9514,S100WRA0,株式会社エフオン,2025-06-30,2025-09-26,有価証券報告書－第29期(2024/07/01－2025/06/30)
E26301,3660,S100WRCU,株式会社アイスタイル,2025-06-30,2025-09-26,有価証券報告書－第26期(2024/07/01－2025/06/30)
E03512,3082,S100WR4M,株式会社きちりホールディングス,2025-06-30,2025-09-26,有価証券報告書－第27期(2024/07/01－2025/06/30)
E05597,3041,S100WRES,株式会社ビューティカダンホールディングス,2025-06-30,2025-09-26,有価証券報告書－第29期(2024/07/01－2025/06/30)
E22012,3632,S100WQWX,グリーホールディングス株式会社,2025-06-30,2025-09-26,有価証券報告書－第21期(2024/07/01－2025/06/30)
E32468,3469,S100WRQP,株式会社デュアルタップ,2025-06-30,2025-09-26,有価証券報告書－第19期(2024/07/01－2025/06/30)
E31344,7813,S100WLVW,株式会社プラッツ,2025-06-30,2025-09-26,有価証券報告書－第33期(2024/07/01－2025/06/30)
E40756,386A,S100WR75,株式会社みのや,2025-06-30,2025-09-26,有価証券報告書－第71期(2024/07/01－2025/06/30)
E33232,3986,S100WR2U,株式会社ビーブレイクシステムズ,2025-06-30,2025-09-26,有価証券報告書－第23期(2024/07/01－2025/06/30)
E38523,2962,S100WRPQ,株式会社テクニスコ,2025-06-30,2025-09-26,有価証券報告書－第57期(2024/07/01－2025/06/30)
E26446,6061,S100WRP5,株式会社ユニバーサル園芸社,2025-06-30,2025-09-26,有価証券報告書－第52期(2024/07/01－2025/06/30)
E01975,6594,S100WRH7,ニデック株式会社,2025-03-31,2025-09-26,有価証券報告書－第52期(2024/04/01－2025/03/31)
E01589,6728,S100WQX1,株式会社　アルバック,2025-06-30,2025-09-26,有価証券報告書－第121期(2024/07/01－2025/06/30)
E02343,6156,S100WQRX,株式会社エーワン精密,2025-06-30,2025-09-29,有価証券報告書－第35期(2024/07/01－2025/06/30)
E00259,1788,S100WROP,株式会社三東工業社,2025-06-30,2025-09-29,有価証券報告書－第71期(2024/07/01－2025/06/30)
E01446,5987,S100WRVO,株式会社オーネックス,2025-06-30,2025-09-29,有価証券報告書－第74期(2024/07/01－2025/06/30)
E02100,6662,S100WRTP,株式会社ユビテック,2025-06-30,2025-09-29,有価証券報告書－第49期(2024/07/01－2025/06/30)
E04230,9028,S100WRNH,株式会社ゼロ,2025-06-30,2025-09-29,有価証券報告書－第79期(2024/07/01－2025/06/30)
E34071,9273,S100WRWI,コーア商事ホールディングス株式会社,2025-06-30,2025-09-29,有価証券報告書－第11期(2024/07/01－2025/06/30)
E24392,3639,S100WRYE,株式会社ボルテージ,2025-06-30,2025-09-29,有価証券報告書－第26期(2024/07/01－2025/06/30)
E24340,3271,S100WS5Q,株式会社　ＴＨＥグローバル社,2025-06-30,2025-09-29,有価証券報告書－第15期(2024/07/01－2025/06/30)
E00607,3597,S100WRSF,株式会社自重堂,2025-06-30,2025-09-29,有価証券報告書－第65期(2024/07/01－2025/06/30)
E03331,7636,S100WRQD,株式会社ハンズマン,2025-06-30,2025-09-29,有価証券報告書－第61期(2024/07/01－2025/06/30)
E00320,1716,S100WRZ3,第一カッター興業株式会社,2025-06-30,2025-09-29,有価証券報告書－第58期(2024/07/01－2025/06/30)
E00282,1764,S100WRZI,工藤建設株式会社,2025-06-30,2025-09-29,有価証券報告書－第54期(2024/07/01－2025/06/30)
E40865,,S100WS54,株式会社ＵＮＩＣＯＮホールディングス,2025-06-30,2025-09-30,有価証券報告書－第7期(2024/07/01－2025/06/30)
E02515,8057,S100WU40,株式会社内田洋行,2025-07-20,2025-10-10,有価証券報告書－第87期(2024/07/21－2025/07/20)
E05705,3854,S100WVK4,株式会社アイル,2025-07-31,2025-10-17,有価証券報告書－第35期(2024/08/01－2025/07/31)
E02060,6387,S100WVTP,サムコ　株式会社,2025-07-31,2025-10-20,有価証券報告書－第46期(2024/08/01－2025/07/31)
E02484,2929,S100WW38,株式会社ファーマフーズ,2025-07-31,2025-10-21,有価証券報告書－第28期(2024/08/01－2025/07/31)
E39729,211A,S100WW30,株式会社カドス・コーポレーション,2025-07-31,2025-10-21,有価証券報告書－第27期(2024/08/01－2025/07/31)
E05327,2353,S100WW40,日本駐車場開発株式会社,2025-07-31,2025-10-22,有価証券報告書－第34期(2024/08/01－2025/07/31)
E36484,4194,S100WW0V,ビジョナル株式会社,2025-07-31,2025-10-22,有価証券報告書－第6期(2024/08/01－2025/07/31)
E05378,2391,S100WW9E,株式会社プラネット,2025-07-31,2025-10-22,有価証券報告書－第40期(2024/08/01－2025/07/31)
E32687,6535,S100WW4T,株式会社アイモバイル,2025-07-31,2025-10-23,有価証券報告書－第18期(2024/08/01－2025/07/31)
E26322,3172,S100WWIC,ティーライフ株式会社,2025-07-31,2025-10-23,有価証券報告書－第42期(2024/08/01－2025/07/31)
E36321,4936,S100WWME,株式会社アクシージア,2025-07-31,2025-10-23,有価証券報告書－第14期(2024/08/01－2025/07/31)
E02469,6267,S100WWCW,ゼネラルパッカー株式会社,2025-07-31,2025-10-23,有価証券報告書－第64期(2024/08/01－2025/07/31)
E02342,6778,S100WW7U,株式会社アルチザネットワークス,2025-07-31,2025-10-23,有価証券報告書－第35期(2024/08/01－2025/07/31)
E33313,7810,S100WWNJ,株式会社クロスフォー,2025-07-31,2025-10-23,有価証券報告書－第38期(2024/08/01－2025/07/31)
E31248,6037,S100WWO9,楽待株式会社,2025-07-31,2025-10-23,有価証券報告書－第20期(2024/08/01－2025/07/31)
E35614,2991,S100WWX1,株式会社ランドネット,2025-07-31,2025-10-24,有価証券報告書－第26期(2024/08/01－2025/07/31)
E33282,9262,S100WWED,株式会社シルバーライフ,2025-07-31,2025-10-24,有価証券報告書－第18期(2024/08/01－2025/07/31)
E36658,7126,S100WVWR,グローバルスタイル株式会社,2025-07-31,2025-10-24,有価証券報告書－第78期(2024/08/01－2025/07/31)
E35932,7692,S100WWYA,株式会社アースインフィニティ,2025-07-31,2025-10-27,有価証券報告書－第24期(2024/08/01－2025/07/31)
E02121,3441,S100WWVN,株式会社山王,2025-07-31,2025-10-27,有価証券報告書－第67期(2024/08/01－2025/07/31)
E30042,6091,S100WWUT,株式会社ウエスコホールディングス,2025-07-31,2025-10-27,有価証券報告書－第12期(2024/08/01－2025/07/31)
E01451,3421,S100WWG0,株式会社稲葉製作所,2025-07-31,2025-10-27,有価証券報告書－第78期(2024/08/01－2025/07/31)
