doc_id,scope,revenue_y0,revenue_y1,revenue_y2,revenue_y3,revenue_y4,revenue_tag,ordinary_income_y0,ordinary_income_y1,ordinary_income_y2,ordinary_income_y3,ordinary_income_y4,ordinary_income_tag,net_assets,net_assets_tag,net_assets_y0,net_assets_y1,net_assets_y2,net_assets_y3,net_assets_y4,shares_issued_prior1,roe_pct,roe_tag,equity_ratio_pct,equity_ratio_tag,dps,eps,eps_tag,shares_issued,current_assets,current_liabilities,operating_income,operating_income_tag,ocf,ocf_tag,icf,icf_tag,cash_and_equivalents,capex,interest_bearing_debt,interest_expense,interest_expense_tag,edinet_code,sec_code,period_end,name,market,sector33,sector17,size
S100XNIW,連結,8317580000.0,7211482000.0,6878121000.0,6342509000.0,6772484000.0,jpcrp_cor:NetSalesSummaryOfBusinessResults,1151931000.0,178823000.0,-490872000.0,-614400000.0,-421635000.0,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,5169711000.0,jpcrp_cor:NetAssetsSummaryOfBusinessResults,5045747000.0,5885094000.0,5567283000.0,4901998000.0,5169711000.0,6578000.0,,,45.6,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,,-36.59,jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,6578000.0,8727047000.0,3413517000.0,-254842000.0,jppfs_cor:OperatingIncome,50582000.0,jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,164131000.0,jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,3646063000.0,128000000.0,5262437000.0,62414000.0,jppfs_cor:InterestExpensesNOE,E02095,6664,2025-11-30,オプトエレクトロニクス,スタンダード（内国株式）,電気機器,電機・精密,-
S100XNL3,個別,3280000000.0,3757000000.0,3850000000.0,3741000000.0,4303000000.0,jpcrp_cor:NetSalesSummaryOfBusinessResults,92000000.0,365000000.0,250000000.0,128000000.0,148000000.0,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,1854000000.0,jpcrp_cor:NetAssetsSummaryOfBusinessResults,1374000000.0,1628000000.0,1683000000.0,1648000000.0,1854000000.0,2973900.0,11.799999999999999,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,66.2,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,10.0,75.06,jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,2973900.0,2391000000.0,705000000.0,147000000.0,jppfs_cor:OperatingIncome,322000000.0,jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,-46000000.0,jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,1585000000.0,46000000.0,338000000.0,3000000.0,jppfs_cor:InterestExpensesNOE,E31256,3907,2025-11-30,シリコンスタジオ,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,-
S100XNNG,連結,29322002000.0,34371110000.0,39154033000.0,39270659000.0,40531817000.0,jpcrp_cor:NetSalesSummaryOfBusinessResults,5999037000.0,7287798000.0,8236858000.0,7990166000.0,7106664000.0,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,43956278000.0,jpcrp_cor:NetAssetsSummaryOfBusinessResults,29454295000.0,32779478000.0,37122853000.0,39820387000.0,43956278000.0,14024365.0,13.03,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,85.36,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,200.0,403.18,jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,14024365.0,30137389000.0,6957999000.0,6791605000.0,jppfs_cor:OperatingIncome,7521742000.0,jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,-4726427000.0,jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,16723235000.0,4168000000.0,,8871000.0,jppfs_cor:InterestExpensesNOE,E01999,6866,2025-12-31,日置電機,プライム（内国株式）,電気機器,電機・精密,TOPIX Small 1
S100XNPA,連結,,,,,4416257000.0,jpcrp_cor:NetSalesSummaryOfBusinessResults,,,,,289845000.0,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,1592244000.0,jpcrp_cor:NetAssetsSummaryOfBusinessResults,,,,,1592244000.0,1123000.0,12.7,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,62.6,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,77.0,174.91,jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,1156700.0,1989603000.0,838712000.0,280298000.0,jppfs_cor:OperatingIncome,285624000.0,jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,-142618000.0,jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,1390119000.0,,,202000.0,jppfs_cor:InterestExpensesNOE,E37502,4197,2025-11-30,アスマーク,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,-
S100XNR4,連結,1765872000.0,2282859000.0,3517737000.0,3967802000.0,4336907000.0,jpcrp_cor:NetSalesSummaryOfBusinessResults,6639000.0,-158346000.0,-488449000.0,-318492000.0,-286885000.0,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,1041423000.0,jpcrp_cor:NetAssetsSummaryOfBusinessResults,1140678000.0,1210443000.0,1174173000.0,1087124000.0,1041423000.0,5578000.0,-36.8,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,35.199999999999996,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,,-57.39,jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,6544000.0,1737986000.0,728606000.0,-272305000.0,jppfs_cor:OperatingIncome,-100881000.0,jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,-81905000.0,jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,492988000.0,50496000.0,686748000.0,8269000.0,jppfs_cor:InterestExpensesNOE,E01176,5341,2025-11-30,ＡＳＡＨＩ　ＥＩＴＯホールディングス,スタンダード（内国株式）,ガラス・土石製品,建設・資材,-
S100XNYW,連結,80032000000.0,95840000000.0,102445000000.0,99433000000.0,100952000000.0,jpcrp_cor:NetSalesSummaryOfBusinessResults,10102000000.0,10250000000.0,11154000000.0,8411000000.0,9022000000.0,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,41364000000.0,jpcrp_cor:NetAssetsSummaryOfBusinessResults,28656000000.0,33747000000.0,40114000000.0,46682000000.0,41364000000.0,28163038.0,5.0,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,49.2,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,170.0,81.69,jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,26580659.0,58795000000.0,20170000000.0,9412000000.0,jppfs_cor:OperatingIncome,13699000000.0,jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,-6439000000.0,jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,15876000000.0,6839000000.0,22160000000.0,258000000.0,jppfs_cor:InterestExpensesNOE,E01834,7944,2025-12-31,ローランド,プライム（内国株式）,その他製品,情報通信・サービスその他,TOPIX Small 1
S100XOKI,連結,404082000000.0,484601000000.0,570463000000.0,678526000000.0,810916000000.0,jpcrp_cor:NetSalesSummaryOfBusinessResults,22166000000.0,30913000000.0,50670000000.0,92601000000.0,139295000000.0,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,273355000000.0,jpcrp_cor:NetAssetsSummaryOfBusinessResults,146537000000.0,172729000000.0,206801000000.0,234940000000.0,273355000000.0,759482000.0,39.1,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,46.300000000000004,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,28.0,138.13,jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,734482000.0,409933000000.0,243726000000.0,142519000000.0,jppfs_cor:OperatingIncome,109912000000.0,jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,-29414000000.0,jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,112221000000.0,30955000000.0,12500000000.0,5045000000.0,jppfs_cor:InterestExpensesNOE,E02378,7936,2025-12-31,アシックス,プライム（内国株式）,その他製品,情報通信・サービスその他,TOPIX Large70
S100XPFN,連結,2172219000.0,2488295000.0,2657402000.0,2467056000.0,2736105000.0,jpcrp_cor:OperatingRevenue1SummaryOfBusinessResults,33441000.0,268701000.0,379256000.0,319147000.0,460267000.0,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,6022083000.0,jpcrp_cor:NetAssetsSummaryOfBusinessResults,5390170000.0,5663323000.0,5955214000.0,5907621000.0,6022083000.0,7398000.0,5.6000000000000005,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,87.4,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,36.0,45.87,jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,7398000.0,5529927000.0,604316000.0,440755000.0,jppfs_cor:OperatingIncome,349323000.0,jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,-130119000.0,jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,620946000.0,162000000.0,,,,E05416,2408,2025-12-20,ＫＧ情報,スタンダード（内国株式）,サービス業,情報通信・サービスその他,-
S100XPJL,連結,32485000000.0,30229000000.0,36280000000.0,37503000000.0,41211000000.0,jpcrp_cor:NetSalesSummaryOfBusinessResults,4110000000.0,2929000000.0,4164000000.0,4443000000.0,6316000000.0,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,27941000000.0,jpcrp_cor:NetAssetsSummaryOfBusinessResults,19152000000.0,18396000000.0,21028000000.0,23461000000.0,27941000000.0,12930000.0,17.06,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,57.699999999999996,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,120.0,184.24,jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,12930000.0,35168000000.0,17383000000.0,6121000000.0,jppfs_cor:OperatingIncome,1413000000.0,jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,-205000000.0,jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,14524000000.0,428000000.0,1523000000.0,10000000.0,jppfs_cor:InterestExpensesNOE,E01714,6328,2025-12-31,荏原実業,プライム（内国株式）,機械,機械,TOPIX Small 2
S100XPTY,連結,352246000000.0,398371000000.0,442233000000.0,495558000000.0,496826000000.0,jpcrp_cor:RevenueIFRSSummaryOfBusinessResults,60050000000.0,67572000000.0,97246000000.0,83453000000.0,87221000000.0,jpcrp_cor:ProfitLossBeforeTaxIFRSSummaryOfBusinessResults,893332000000.0,jpcrp_cor:EquityAttributableToOwnersOfParentIFRSSummaryOfBusinessResults,737162000000.0,762826000000.0,836418000000.0,850811000000.0,893332000000.0,525634500.0,7.7,jpcrp_cor:RateOfReturnOnEquityIFRSSummaryOfBusinessResults,80.60000000000001,jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults,62.0,,,525634500.0,493348000000.0,181078000000.0,,,96619000000.0,jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults,-89189000000.0,jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults,218769000000.0,34985000000.0,,,,E00816,4151,2025-12-31,協和キリン,プライム（内国株式）,医薬品,医薬品,TOPIX Mid400
S100XQ5C,連結,1052972000000.0,1077009000000.0,1175562000000.0,1244488000000.0,1311430000000.0,jpcrp_cor:NetSalesSummaryOfBusinessResults,21382000000.0,26127000000.0,45526000000.0,56305000000.0,64314000000.0,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,510828000000.0,jpcrp_cor:NetAssetsSummaryOfBusinessResults,382217000000.0,407897000000.0,446132000000.0,460486000000.0,510828000000.0,220282860.0,9.4,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,49.3,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,60.0,206.78,jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,220282860.0,365470000000.0,274156000000.0,61141000000.0,jppfs_cor:OperatingIncome,78870000000.0,jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,-55859000000.0,jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,155423000000.0,59942000000.0,95432000000.0,1470000000.0,jppfs_cor:InterestExpensesNOE,E00375,2212,2025-12-31,山崎製パン,プライム（内国株式）,食料品,食品,TOPIX Mid400
S100XQ6A,連結,1017673000.0,1217776000.0,1306352000.0,1662057000.0,2102020000.0,jpcrp_cor:NetSalesSummaryOfBusinessResults,-169979000.0,-179604000.0,-219636000.0,-126569000.0,-114413000.0,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,56066000.0,jpcrp_cor:NetAssetsSummaryOfBusinessResults,976687000.0,720176000.0,435301000.0,202207000.0,56066000.0,13830000.0,-120.9,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,7.000000000000001,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,,-11.34,jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,13830000.0,579066000.0,657497000.0,-112065000.0,jppfs_cor:OperatingIncome,-25493000.0,jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,-303437000.0,jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,113826000.0,51046000.0,241048000.0,1543000.0,jppfs_cor:InterestExpensesNOE,E02337,7709,2026-03-31,クボテック,スタンダード（内国株式）,精密機器,電機・精密,-
S100XQ8M,連結,2897518000.0,3144574000.0,3370015000.0,3317532000.0,3427344000.0,jpcrp_cor:NetSalesSummaryOfBusinessResults,853341000.0,865539000.0,940872000.0,1057189000.0,1145564000.0,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,3083717000.0,jpcrp_cor:NetAssetsSummaryOfBusinessResults,2873128000.0,3041384000.0,3004648000.0,3407363000.0,3083717000.0,8925495.0,15.1,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,77.5,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,44.0,67.66,jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,8925495.0,3793779000.0,895672000.0,1121468000.0,jppfs_cor:OperatingIncome,864496000.0,jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,-1622500000.0,jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,1540340000.0,,,,,E31331,3912,2025-12-31,モバイルファクトリー,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,-
S100XQHE,連結,4169925000.0,4598442000.0,5842006000.0,5565871000.0,7215726000.0,jpcrp_cor:OperatingRevenue1SummaryOfBusinessResults,1816815000.0,2207508000.0,1520356000.0,1156703000.0,2554070000.0,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,19205344000.0,jpcrp_cor:NetAssetsSummaryOfBusinessResults,15821445000.0,17542086000.0,18240829000.0,18896295000.0,19205344000.0,21549900.0,9.5,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,76.6,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,22.0,87.07,jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,21549900.0,22461594000.0,2881361000.0,2515202000.0,jppfs_cor:OperatingIncome,2382942000.0,jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,-588426000.0,jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,5232547000.0,1128000.0,684500000.0,9253000.0,jppfs_cor:InterestExpensesNOE,E36498,7347,2025-12-31,マーキュリアホールディングス,プライム（内国株式）,証券、商品先物取引業,金融（除く銀行）,-
S100XQHI,連結,,22038471000.0,24760592000.0,30688195000.0,34285506000.0,jpcrp_cor:NetSalesSummaryOfBusinessResults,,1691416000.0,1860062000.0,2387605000.0,2861752000.0,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,14981425000.0,jpcrp_cor:NetAssetsSummaryOfBusinessResults,,11398347000.0,12371827000.0,13634934000.0,14981425000.0,9644554.0,12.4,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,47.099999999999994,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,80.0,183.78,jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,9644554.0,17032852000.0,12755393000.0,2768242000.0,jppfs_cor:OperatingIncome,4456699000.0,jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,-4336127000.0,jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,7192901000.0,,2034053000.0,21188000.0,jppfs_cor:InterestExpensesNOE,E00474,2268,2025-12-31,Ｂ－Ｒ　サーティワン　アイスクリーム,スタンダード（内国株式）,食料品,食品,-
S100XQN0,連結,189652000000.0,205618000000.0,224730000000.0,306869000000.0,294264000000.0,jpcrp_cor:RevenueIFRSSummaryOfBusinessResults,13880000000.0,12557000000.0,16489000000.0,33665000000.0,21118000000.0,jpcrp_cor:ProfitLossBeforeTaxIFRSSummaryOfBusinessResults,190559000000.0,jpcrp_cor:EquityAttributableToOwnersOfParentIFRSSummaryOfBusinessResults,117565000000.0,119071000000.0,132265000000.0,185740000000.0,190559000000.0,93886000.0,7.9,jpcrp_cor:RateOfReturnOnEquityIFRSSummaryOfBusinessResults,50.7,jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults,48.0,,,91132000.0,216779000000.0,116222000000.0,22638000000.0,jpigp_cor:OperatingProfitLossIFRS,26930000000.0,jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults,-11485000000.0,jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults,26844000000.0,13098000000.0,,2372000000.0,jpigp_cor:FinancialLiabilitiesMeasuredAtAmortizedCostInterestExpensesIFRS,E00444,2811,2025-12-31,カゴメ,プライム（内国株式）,食料品,食品,TOPIX Mid400
S100XQP3,連結,205661000000.0,192932000000.0,280266000000.0,291500000000.0,349477000000.0,jpcrp_cor:NetSalesSummaryOfBusinessResults,5454000000.0,6540000000.0,16367000000.0,21077000000.0,15096000000.0,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,205946000000.0,jpcrp_cor:NetAssetsSummaryOfBusinessResults,160313000000.0,167767000000.0,181354000000.0,188897000000.0,205946000000.0,129500000.0,9.27,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,44.9,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,44.0,144.78,jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,129500000.0,325320000000.0,158032000000.0,18552000000.0,jppfs_cor:OperatingIncome,-2407000000.0,jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,-649000000.0,jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,81032000000.0,12712000000.0,125417000000.0,2893000000.0,jppfs_cor:InterestExpensesNOE,E01613,6395,2025-12-31,タダノ,プライム（内国株式）,機械,機械,TOPIX Small 1
S100XQSE,連結,546515000000.0,628909000000.0,474362000000.0,450993000000.0,466243000000.0,jpcrp_cor:NetSalesSummaryOfBusinessResults,152562000000.0,176568000000.0,103369000000.0,98674000000.0,47029000000.0,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,869501000000.0,jpcrp_cor:NetAssetsSummaryOfBusinessResults,616651000000.0,741095000000.0,802396000000.0,883613000000.0,869501000000.0,89120000.0,3.9,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,92.5,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,339.0,388.17,jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,86530000.0,666119000000.0,58917000000.0,51677000000.0,jppfs_cor:OperatingIncome,63780000000.0,jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,-40675000000.0,jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,472800000000.0,46322000000.0,,109000000.0,jppfs_cor:InterestExpensesNOE,E02257,7309,2025-12-31,シマノ,プライム（内国株式）,輸送用機器,自動車・輸送機,TOPIX Large70
S100XQT8,連結,104920000000.0,138600000000.0,147672000000.0,143978000000.0,147194000000.0,jpcrp_cor:RevenueIFRSSummaryOfBusinessResults,3898000000.0,6534000000.0,5856000000.0,1295000000.0,4830000000.0,jpcrp_cor:ProfitLossBeforeTaxIFRSSummaryOfBusinessResults,62008000000.0,jpcrp_cor:EquityAttributableToOwnersOfParentIFRSSummaryOfBusinessResults,38338000000.0,46829000000.0,55056000000.0,58648000000.0,62008000000.0,33096017.0,6.0,jpcrp_cor:RateOfReturnOnEquityIFRSSummaryOfBusinessResults,37.9,jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults,53.0,,,33109717.0,74793000000.0,68209000000.0,7439000000.0,jpigp_cor:OperatingProfitLossIFRS,16457000000.0,jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults,-12886000000.0,jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults,6129000000.0,,,,,E01971,6817,2025-12-31,スミダコーポレーション,プライム（内国株式）,電気機器,電機・精密,TOPIX Small 2
S100XQYR,連結,32993215000.0,29904658000.0,28032714000.0,31481564000.0,33639887000.0,jpcrp_cor:NetSalesSummaryOfBusinessResults,5693794000.0,5296724000.0,3569755000.0,4553737000.0,5308255000.0,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,72388598000.0,jpcrp_cor:NetAssetsSummaryOfBusinessResults,57645022000.0,58024393000.0,64976535000.0,66536426000.0,72388598000.0,27524400.0,5.4,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,79.07,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,55.0,145.41,jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,27584400.0,41044503000.0,6485174000.0,4055474000.0,jppfs_cor:OperatingIncome,2905444000.0,jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,-848180000.0,jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,11872987000.0,610000000.0,56000000.0,4079000.0,jppfs_cor:InterestExpensesNOE,E00559,3302,2025-12-31,帝国繊維,プライム（内国株式）,繊維製品,素材・化学,TOPIX Small 2
S100XR06,連結,993908000000.0,1500853000000.0,1469415000000.0,1348479000000.0,1321212000000.0,jpcrp_cor:RevenueIFRSSummaryOfBusinessResults,142718000000.0,362282000000.0,422173000000.0,263833000000.0,-30275000000.0,jpcrp_cor:ProfitLossBeforeTaxIFRSSummaryOfBusinessResults,2443034000000.0,jpcrp_cor:EquityAttributableToOwnersOfParentIFRSSummaryOfBusinessResults,1150081000000.0,1533735000000.0,2001553000000.0,2537382000000.0,2443034000000.0,1870615000.0,-2.1,jpcrp_cor:RateOfReturnOnEquityIFRSSummaryOfBusinessResults,58.5,jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults,28.0,,,1870615000.0,723559000000.0,616380000000.0,201166000000.0,jpigp_cor:OperatingProfitLossIFRS,452857000000.0,jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults,-124686000000.0,jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults,295897000000.0,57600000000.0,242478000000.0,19010000000.0,jpigp_cor:FinancialLiabilitiesMeasuredAtAmortizedCostInterestExpensesIFRS,E02081,6723,2025-12-31,ルネサスエレクトロニクス,プライム（内国株式）,電気機器,電機・精密,TOPIX Large70
S100XR0M,連結,2196766000000.0,2676980000000.0,3020711000000.0,3016281000000.0,3018891000000.0,jpcrp_cor:RevenueIFRSSummaryOfBusinessResults,250917000000.0,231150000000.0,342289000000.0,335297000000.0,282140000000.0,jpcrp_cor:ProfitLossBeforeTaxIFRSSummaryOfBusinessResults,2622985000000.0,jpcrp_cor:EquityAttributableToOwnersOfParentIFRSSummaryOfBusinessResults,1678035000000.0,1874490000000.0,2175773000000.0,2477314000000.0,2622985000000.0,1150896000.0,7.3,jpcrp_cor:RateOfReturnOnEquityIFRSSummaryOfBusinessResults,42.3,jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults,50.0,,,1138716000.0,2923181000000.0,1770928000000.0,265470000000.0,jpigp_cor:OperatingProfitLossIFRS,327901000000.0,jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults,-163726000000.0,jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults,276959000000.0,179831000000.0,2242079000000.0,4775000000.0,jpigp_cor:FinancialLiabilitiesMeasuredAtAmortizedCostInterestExpensesIFRS,E01267,6326,2025-12-31,クボタ,プライム（内国株式）,機械,機械,TOPIX Large70
S100XR1L,連結,785837000000.0,807430000000.0,868581000000.0,892681000000.0,893805000000.0,jpcrp_cor:RevenueIFRSSummaryOfBusinessResults,-21683000000.0,-12491000000.0,3224000000.0,12896000000.0,-72718000000.0,jpcrp_cor:ProfitLossBeforeTaxIFRSSummaryOfBusinessResults,379892000000.0,jpcrp_cor:EquityAttributableToOwnersOfParentIFRSSummaryOfBusinessResults,492320000000.0,476216000000.0,469847000000.0,466203000000.0,379892000000.0,183269000.0,-12.0,jpcrp_cor:RateOfReturnOnEquityIFRSSummaryOfBusinessResults,54.400000000000006,jpcrp_cor:RatioOfOwnersEquityToGrossAssetsIFRSSummaryOfBusinessResults,60.0,,,171269000.0,274726000000.0,220115000000.0,-72385000000.0,jpigp_cor:OperatingProfitLossIFRS,61123000000.0,jpcrp_cor:CashFlowsFromUsedInOperatingActivitiesIFRSSummaryOfBusinessResults,-25744000000.0,jpcrp_cor:CashFlowsFromUsedInInvestingActivitiesIFRSSummaryOfBusinessResults,76330000000.0,40030000000.0,113902000000.0,655000000.0,jpigp_cor:FinancialLiabilitiesMeasuredAtAmortizedCostInterestExpensesIFRS,E00417,2579,2025-12-31,コカ・コーラ　ボトラーズジャパンホールディングス,プライム（内国株式）,食料品,食品,TOPIX Mid400
