sec_code,beta,beta_obs
2579,0.3707628317826197,60
2585,-0.4828807607557282,56
2587,0.16619047035866374,60
2590,-0.14809120925211286,60
2593,0.026189221975081764,60
2594,0.07889028016839099,60
2602,0.32605333552105314,60
2607,0.2817052507106822,60
2613,0.25052384208625267,60
262A,,22
2659,0.08391857605940321,60
2664,0.19324980398032113,60
2670,0.027740453697432464,60
2674,0.526986434271305,60
2676,0.6529718688922244,60
2678,0.47755317394282387,60
2681,0.14736455340136786,60
2685,0.13551439034984783,60
268A,,22
2695,0.40911775307257425,60
2726,0.3265482399710338,60
2730,0.045055093696714905,60
2733,0.2302781784195656,60
2734,0.7342223658840367,60
2737,1.220116259271398,60
2742,0.6777960658644155,60
2749,0.46145648367918307,60
2752,0.22165694917239276,60
2753,0.35946238912179107,60
2760,1.6771466939732775,60
2767,0.11459625574166699,60
2768,1.3245850517505302,60
277A,,21
2784,-0.018079849129603667,60
2791,0.7060175667221004,60
2792,0.23157825210713684,60
2801,0.8448643452884608,60
2802,1.3415131980135464,60
2804,0.24385806647792904,60
2809,0.39967925728089765,60
2810,0.2352228267598284,60
2811,0.2496954256170143,60
2815,0.2366935942055268,60
285A,,20
2871,0.33592206001750846,60
2874,0.8906189288954814,60
2875,0.8176767659907609,60
2882,0.10553987856057077,60
2884,1.0472730913203687,60
2897,0.11453014429351441,60
2908,0.06459285029979103,60
2910,0.32191842405615056,60
2914,0.431480043018777,60
2915,0.4031723258298255,60
2918,0.42362613554690187,60
2922,0.2308716473121103,60
2929,1.1859293787884546,60
2930,0.8912758747695348,60
2931,-0.043346520205439075,60
2933,0.3727067271509232,60
2935,0.43881822166898193,47
2975,0.3635031307050263,60
2980,1.1719603107861434,60
2982,0.783376055071552,60
3002,0.7246871355773457,60
3003,0.6546779712641122,60
3028,0.29323931113035767,60
3031,0.3006474474908744,60
3034,0.14916487795705027,60
3036,1.2511074086607523,60
3038,-0.23956377437883622,60
3040,1.6191262677712586,60
3046,0.05814893584078971,60
3048,0.018224461047002816,60
3050,0.02911620793241845,60
3064,0.8751216011794203,60
3076,0.8809708068896839,60
3086,0.8935012682666031,60
3087,0.12428046537077253,60
3088,-0.12156553120440268,60
3091,0.3650429325350659,60
3092,0.5506544797185192,60
3093,0.9197949872218625,60
3097,0.7114159221512757,60
3099,1.3775671313628193,60
3101,1.524026290305223,60
3104,1.2435449928214104,60
3105,1.2619183868060941,60
3106,0.7709834138712389,60
3107,0.538652085956871,60
3109,0.40680420167115666,60
3110,3.043901917006263,60
3116,1.3229039817558288,60
3132,1.4048976605428025,60
3139,0.5737570159572807,60
3148,0.34941189318380034,60
3150,0.796770813935992,60
3151,0.4771169159381736,60
3153,1.158281604385088,60
3154,0.6745016989838354,60
3156,1.3303447915277342,60
3167,0.21262482427980414,60
3176,1.116119959052276,60
3179,1.293880399963182,60
3180,0.09267182423438547,60
3182,1.1762077511503455,60
3183,0.392333133350184,60
3186,0.8852576158403375,60
3191,0.059226489109918345,60
3193,0.6975071119828788,60
3196,0.1689543065377704,60
3197,0.32273158001011165,60
3199,0.23417161948762125,60
3201,0.5128493167525632,60
3221,0.7667560907164156,60
3231,0.6770056467225808,60
3232,0.566215659190981,60
3245,0.5843697756791176,60
3252,0.626446318051181,60
3276,0.3462513859710396,60
3284,0.4708380324475877,60
3288,0.9186248678981828,60
3289,1.1087794483915314,60
3291,0.8922035448445642,60
3302,0.6252616481366328,60
3315,1.5542615521811136,60
3333,0.0052934541032144036,60
3349,-0.14350035924713433,60
3360,-0.009045299874030958,60
3371,0.6719847514703124,60
3382,0.13183402003910155,60
3387,0.05419015379802986,60
3388,1.0520757827454734,60
3391,0.061086930982619955,60
3393,1.8210901136453104,60
3395,0.408695807294456,60
3397,0.5396306429049605,60
3401,0.7229269786419136,60
3402,0.8459970122302042,60
3405,0.6359496841356357,60
3407,1.126142662999542,60
3415,0.6155657812934084,60
3431,0.3323130524800763,60
3433,1.3236983333333963,60
3436,1.8929167485904752,60
3443,1.097971803980886,60
3445,1.3112663466139967,60
3457,0.7813344395494614,60
3465,1.0353969036894362,60
3475,0.37356101385905516,60
3480,0.25682306497335106,60
3482,0.7957006643623096,60
3486,1.13467711731557,60
